"mz"	"time"	"Subject1TP0"	"Subject1TP1"	"Subject1TP2"	"Subject1TP3"	"Subject2TP0"	"Subject2TP1"	"Subject2TP2"	"Subject2TP3"	"Subject3TP0"	"Subject3TP1"	"Subject3TP2"	"Subject3TP3"	"Subject4TP0"	"Subject4TP1"	"Subject4TP2"	"Subject4TP3"	"Subject5TP0"	"Subject5TP1"	"Subject5TP2"	"Subject5TP3"	"Subject6TP0"	"Subject6TP1"	"Subject6TP2"	"Subject6TP3"	"Subject7TP0"	"Subject7TP1"	"Subject7TP2"	"Subject7TP3"	"Subject8TP0"	"Subject8TP1"	"Subject8TP2"	"Subject8TP3"	"Subject9TP0"	"Subject9TP1"	"Subject9TP2"	"Subject9TP3"	"Subject10TP0"	"Subject10TP1"	"Subject10TP2"	"Subject10TP3"	"Subject11TP0"	"Subject11TP1"	"Subject11TP2"	"Subject11TP3"	"Subject12TP0"	"Subject12TP1"	"Subject12TP2"	"Subject12TP3"	"Subject13TP0"	"Subject13TP1"	"Subject13TP2"	"Subject13TP3"	"Subject14TP0"	"Subject14TP1"	"Subject14TP2"	"Subject14TP3"	"Subject15TP0"	"Subject15TP1"	"Subject15TP2"	"Subject15TP3"	"Subject16TP0"	"Subject16TP1"	"Subject16TP2"	"Subject16TP3"	"Subject17TP0"	"Subject17TP1"	"Subject17TP2"	"Subject17TP3"	"Subject18TP0"	"Subject18TP1"	"Subject18TP2"	"Subject18TP3"
369.12935	49.7	7.98332957677992	7.61896896456634	7.05058960302773	6.58060519001615	8.55790200336648	7.27002499293191	7.21367259869193	6.1765780745181	8.35908613536771	7.05058960302773	7.09599601242021	6.95904449538046	8.50179680715976	7.27002499293191	7.15326014603019	7.34891324793886	9.00435097788629	7.34891324793886	7.09599601242021	6.58060519001615	8.9294217527867	7.49679395106884	7.15326014603019	6.75128918840058	7.68893200560763	6.1765780745181	7.05058960302773	6.50571015031642	7.93526048801018	6.27636458635617	7.21367259869193	6.63496030047643	7.88201468678857	5.34924549257333	7.21367259869193	4.29636026612318	6.63496030047643	6.70098690414908	7.05058960302773	6.78797003685164	4.65836471175702	6.1765780745181	7.00521516565496	6.75128918840058	6.91933338032131	6.75128918840058	6.41893344238313	6.58060519001615	6.50571015031642	6.58060519001615	6.78797003685164	6.50571015031642	6.75128918840058	6.8760257270691	6.50571015031642	4.65836471175702	6.58060519001615	6.41893344238313	6.34144885470513	6.83640726180987	6.63496030047643	6.83640726180987	6.95904449538046	6.34144885470513	6.8760257270691	6.83640726180987	6.83640726180987	5.2160726545107	6.83640726180987	6.70098690414908	6.41893344238313	6.78797003685164
124.04031	125	6.78797003685164	4.17654945138766	4.17654945138766	5.08319465261078	6.34144885470513	4.65836471175702	4.17654945138766	4.29636026612318	6.1765780745181	3.92843431444283	4.65836471175702	4.17654945138766	6.1765780745181	4.0684406670582	4.50272877490619	4.38326744715327	6.78797003685164	4.50272877490619	4.65836471175702	3.81505553200736	6.91933338032131	4.65836471175702	4.65836471175702	3.38601715113584	6.06847453876578	4.50272877490619	4.38326744715327	4.38326744715327	5.6964899906761	4.50272877490619	5.34924549257333	3.81505553200736	5.6964899906761	4.50272877490619	4.50272877490619	4.0684406670582	6.41893344238313	5.93641139611094	5.2160726545107	5.2160726545107	5.2160726545107	5.93641139611094	5.08319465261078	6.27636458635617	6.50571015031642	6.1765780745181	5.53162040472417	5.6964899906761	6.1765780745181	5.93641139611094	5.83371512638917	5.53162040472417	6.50571015031642	5.93641139611094	6.34144885470513	6.1765780745181	6.27636458635617	5.83371512638917	6.8760257270691	6.06847453876578	6.50571015031642	6.06847453876578	6.34144885470513	6.27636458635617	5.6964899906761	5.83371512638917	6.34144885470513	6.63496030047643	6.70098690414908	6.06847453876578	5.34924549257333	6.27636458635617
133.06077	123.4	10.8464872800822	9.39762613670885	8.60528360402245	8.50179680715976	10.6223822902023	9.39762613670885	8.78624774581412	8.40045441977732	10.1429493296771	9.39762613670885	8.30710079511326	8.40045441977732	10.1429493296771	9.39762613670885	7.93526048801018	8.23995300541424	10.4888892723535	9.33643283957098	8.23995300541424	8.40045441977732	10.4888892723535	9.33643283957098	8.1140132856812	8.44526526281778	10.2984241334775	9.39762613670885	8.66511372075679	8.50179680715976	10.1429493296771	9.47826754877451	8.85811825297747	8.55790200336648	10.2984241334775	9.47826754877451	8.66511372075679	8.44526526281778	8.23995300541424	9.00435097788629	8.78624774581412	7.98332957677992	8.20203637607019	9.00435097788629	8.78624774581412	7.98332957677992	8.40045441977732	9.08700066751233	9.00435097788629	8.23995300541424	8.60528360402245	8.9294217527867	8.9294217527867	8.23995300541424	8.35908613536771	8.9294217527867	9.00435097788629	8.30710079511326	8.30710079511326	9.08700066751233	8.66511372075679	8.02793857936664	8.40045441977732	9.08700066751233	8.55790200336648	8.20203637607019	8.20203637607019	9.79936990072153	8.55790200336648	7.93526048801018	8.40045441977732	9.62441946635553	8.60528360402245	8.07343996028206
162.1124	94	8.20203637607019	6.91933338032131	5.93641139611094	4.50272877490619	7.88201468678857	6.83640726180987	6.34144885470513	4.50272877490619	8.07343996028206	6.1765780745181	6.41893344238313	6.50571015031642	7.88201468678857	6.34144885470513	6.63496030047643	5.93641139611094	8.55790200336648	6.78797003685164	6.34144885470513	4.96410049937337	8.20203637607019	6.34144885470513	6.78797003685164	5.53162040472417	7.27002499293191	6.75128918840058	6.78797003685164	5.83371512638917	7.41420147696442	6.50571015031642	6.70098690414908	6.50571015031642	7.27002499293191	6.78797003685164	6.83640726180987	6.34144885470513	6.83640726180987	6.95904449538046	6.75128918840058	6.83640726180987	6.75128918840058	6.70098690414908	6.83640726180987	6.70098690414908	6.70098690414908	6.83640726180987	6.91933338032131	6.50571015031642	6.91933338032131	6.95904449538046	6.8760257270691	6.58060519001615	7.15326014603019	6.91933338032131	6.70098690414908	6.58060519001615	6.75128918840058	6.8760257270691	6.41893344238313	6.63496030047643	7.00521516565496	6.95904449538046	6.41893344238313	6.83640726180987	6.78797003685164	7.15326014603019	6.63496030047643	6.83640726180987	6.78797003685164	6.8760257270691	6.27636458635617	6.83640726180987
457.11102	99.9	8.85811825297747	7.21367259869193	6.63496030047643	5.34924549257333	8.30710079511326	7.05058960302773	6.58060519001615	5.53162040472417	7.88201468678857	6.63496030047643	6.75128918840058	6.06847453876578	7.76044670309895	6.58060519001615	6.70098690414908	6.8760257270691	8.50179680715976	6.70098690414908	6.8760257270691	5.93641139611094	8.44526526281778	7.34891324793886	6.63496030047643	6.12252630664194	7.09599601242021	6.70098690414908	6.70098690414908	4.50272877490619	7.09599601242021	7.09599601242021	6.95904449538046	4.38326744715327	7.56226640620783	7.09599601242021	6.50571015031642	4.96410049937337	7.05058960302773	6.91933338032131	7.15326014603019	7.34891324793886	7.21367259869193	7.34891324793886	7.15326014603019	7.05058960302773	7.21367259869193	7.27002499293191	6.8760257270691	6.63496030047643	7.05058960302773	7.34891324793886	6.50571015031642	6.63496030047643	6.83640726180987	7.15326014603019	6.8760257270691	6.75128918840058	6.78797003685164	6.91933338032131	7.00521516565496	6.8760257270691	6.8760257270691	7.21367259869193	7.00521516565496	6.41893344238313	6.75128918840058	6.95904449538046	6.50571015031642	6.95904449538046	6.91933338032131	7.05058960302773	6.95904449538046	6.95904449538046
147.11277	124.4	9.87699956634651	8.9294217527867	8.72287386390548	7.81942638295829	9.79936990072153	8.9294217527867	8.85811825297747	7.76044670309895	9.62441946635553	8.9294217527867	8.40045441977732	8.23995300541424	9.62441946635553	9.16556336434533	8.44526526281778	8.30710079511326	9.79936990072153	8.85811825297747	8.72287386390548	7.98332957677992	9.79936990072153	8.9294217527867	8.72287386390548	8.1140132856812	9.62441946635553	8.72287386390548	8.72287386390548	8.1140132856812	9.62441946635553	8.78624774581412	8.72287386390548	7.98332957677992	9.79936990072153	8.72287386390548	8.78624774581412	8.07343996028206	9.39762613670885	8.20203637607019	8.66511372075679	7.88201468678857	9.39762613670885	8.20203637607019	8.72287386390548	7.81942638295829	9.16556336434533	7.76044670309895	8.78624774581412	7.93526048801018	9.25088943873214	7.81942638295829	8.78624774581412	7.88201468678857	9.39762613670885	7.76044670309895	8.78624774581412	8.02793857936664	9.33643283957098	8.02793857936664	8.60528360402245	8.20203637607019	9.39762613670885	8.02793857936664	8.40045441977732	8.07343996028206	9.16556336434533	7.98332957677992	8.66511372075679	8.16137494963866	9.16556336434533	7.76044670309895	8.55790200336648	8.02793857936664
258.10637	63.3	8.50179680715976	8.07343996028206	8.44526526281778	8.85811825297747	8.16137494963866	8.30710079511326	8.44526526281778	8.85811825297747	7.68893200560763	7.98332957677992	7.98332957677992	9.08700066751233	7.49679395106884	8.16137494963866	8.16137494963866	9.16556336434533	8.35908613536771	8.20203637607019	7.88201468678857	8.9294217527867	8.16137494963866	8.30710079511326	7.98332957677992	9.00435097788629	7.49679395106884	8.16137494963866	8.23995300541424	9.00435097788629	7.68893200560763	8.1140132856812	8.1140132856812	9.00435097788629	7.21367259869193	7.98332957677992	8.16137494963866	9.00435097788629	8.66511372075679	9.16556336434533	9.96657689864504	9.25088943873214	9.16556336434533	9.33643283957098	10.0444121945286	9.08700066751233	8.50179680715976	9.00435097788629	10.1429493296771	9.33643283957098	8.72287386390548	9.25088943873214	10.2217657137713	9.25088943873214	8.78624774581412	9.25088943873214	10.2217657137713	9.25088943873214	8.40045441977732	9.33643283957098	9.96657689864504	8.9294217527867	8.60528360402245	9.25088943873214	9.96657689864504	8.9294217527867	8.35908613536771	9.33643283957098	9.87699956634651	9.25088943873214	8.50179680715976	9.47826754877451	9.96657689864504	9.33643283957098
258.10637	63.3	5.34924549257333	8.30710079511326	8.9294217527867	9.33643283957098	4.65836471175702	8.1140132856812	9.08700066751233	9.39762613670885	3.81505553200736	8.1140132856812	8.85811825297747	9.54521987392686	5.08319465261078	8.20203637607019	8.72287386390548	9.39762613670885	4.96410049937337	8.23995300541424	8.78624774581412	9.39762613670885	4.8208255604898	8.1140132856812	8.85811825297747	9.33643283957098	3.66341225639615	7.93526048801018	8.78624774581412	9.54521987392686	3.92843431444283	8.16137494963866	9.00435097788629	9.39762613670885	3.38601715113584	8.16137494963866	9.00435097788629	9.54521987392686	5.34924549257333	6.83640726180987	5.34924549257333	6.50571015031642	6.1765780745181	6.50571015031642	5.2160726545107	5.53162040472417	6.41893344238313	6.27636458635617	6.58060519001615	6.78797003685164	6.34144885470513	5.83371512638917	6.75128918840058	6.91933338032131	6.27636458635617	5.2160726545107	6.58060519001615	7.15326014603019	6.34144885470513	5.2160726545107	5.34924549257333	6.58060519001615	5.83371512638917	6.1765780745181	6.27636458635617	6.50571015031642	5.93641139611094	6.27636458635617	6.58060519001615	6.91933338032131	5.53162040472417	5.2160726545107	6.91933338032131	6.58060519001615
203.05242	59.5	7.88201468678857	6.34144885470513	6.41893344238313	4.0684406670582	7.49679395106884	6.95904449538046	6.27636458635617	4.38326744715327	5.2160726545107	7.21367259869193	3.81505553200736	4.0684406670582	3.92843431444283	6.78797003685164	4.0684406670582	4.17654945138766	6.34144885470513	6.58060519001615	4.50272877490619	7.05058960302773	6.1765780745181	6.41893344238313	4.50272877490619	6.91933338032131	8.1140132856812	7.34891324793886	3.81505553200736	5.34924549257333	8.20203637607019	7.41420147696442	2.49927461330307	6.34144885470513	8.16137494963866	7.00521516565496	3.13585876815569	5.2160726545107	8.44526526281778	9.39762613670885	10.2984241334775	9.00435097788629	8.30710079511326	9.25088943873214	10.2984241334775	9.16556336434533	8.20203637607019	9.47826754877451	10.2984241334775	9.16556336434533	7.93526048801018	9.47826754877451	10.377372155465	9.08700066751233	7.81942638295829	9.54521987392686	10.2984241334775	6.63496030047643	8.35908613536771	9.62441946635553	10.4888892723535	9.25088943873214	8.50179680715976	9.79936990072153	10.6223822902023	9.33643283957098	8.40045441977732	9.87699956634651	9.7205976901921	8.9294217527867	8.20203637607019	9.79936990072153	9.79936990072153	8.9294217527867
153.05442	152.2	5.53162040472417	8.16137494963866	5.34924549257333	7.09599601242021	5.2160726545107	7.98332957677992	6.06847453876578	6.91933338032131	5.53162040472417	8.02793857936664	6.58060519001615	6.83640726180987	5.2160726545107	7.93526048801018	6.58060519001615	6.78797003685164	6.06847453876578	8.16137494963866	6.50571015031642	6.63496030047643	5.93641139611094	8.07343996028206	6.75128918840058	6.50571015031642	4.65836471175702	7.88201468678857	6.63496030047643	7.05058960302773	4.8208255604898	7.88201468678857	6.27636458635617	6.8760257270691	4.8208255604898	7.93526048801018	6.70098690414908	7.15326014603019	9.08700066751233	7.76044670309895	8.30710079511326	6.06847453876578	8.85811825297747	7.76044670309895	8.44526526281778	6.34144885470513	9.25088943873214	7.93526048801018	8.55790200336648	6.06847453876578	9.39762613670885	7.61896896456634	8.40045441977732	6.1765780745181	9.33643283957098	7.61896896456634	8.60528360402245	5.93641139611094	8.85811825297747	7.93526048801018	8.20203637607019	6.27636458635617	8.9294217527867	7.93526048801018	7.98332957677992	5.83371512638917	8.9294217527867	7.88201468678857	8.02793857936664	6.1765780745181	9.00435097788629	7.98332957677992	8.16137494963866	6.34144885470513
