"P.value_Factor1Group2"	"P.value_Age"	"P.value_GenderM"	"Estimate_Factor1Group2"	"Estimate_Age"	"Estimate_GenderM"	"StdError_var_Factor1Group2"	"StdError_var_Age"	"StdError_var_GenderM"	"t-statistic_Factor1Group2"	"t-statistic_Age"	"t-statistic_GenderM"	"mz"	"time"	"Subject1TP0"	"Subject1TP1"	"Subject1TP2"	"Subject1TP3"	"Subject2TP0"	"Subject2TP1"	"Subject2TP2"	"Subject2TP3"	"Subject3TP0"	"Subject3TP1"	"Subject3TP2"	"Subject3TP3"	"Subject4TP0"	"Subject4TP1"	"Subject4TP2"	"Subject4TP3"	"Subject5TP0"	"Subject5TP1"	"Subject5TP2"	"Subject5TP3"	"Subject6TP0"	"Subject6TP1"	"Subject6TP2"	"Subject6TP3"	"Subject7TP0"	"Subject7TP1"	"Subject7TP2"	"Subject7TP3"	"Subject8TP0"	"Subject8TP1"	"Subject8TP2"	"Subject8TP3"	"Subject9TP0"	"Subject9TP1"	"Subject9TP2"	"Subject9TP3"	"Subject10TP0"	"Subject10TP1"	"Subject10TP2"	"Subject10TP3"	"Subject11TP0"	"Subject11TP1"	"Subject11TP2"	"Subject11TP3"	"Subject12TP0"	"Subject12TP1"	"Subject12TP2"	"Subject12TP3"	"Subject13TP0"	"Subject13TP1"	"Subject13TP2"	"Subject13TP3"	"Subject14TP0"	"Subject14TP1"	"Subject14TP2"	"Subject14TP3"	"Subject15TP0"	"Subject15TP1"	"Subject15TP2"	"Subject15TP3"	"Subject16TP0"	"Subject16TP1"	"Subject16TP2"	"Subject16TP3"	"Subject17TP0"	"Subject17TP1"	"Subject17TP2"	"Subject17TP3"	"Subject18TP0"	"Subject18TP1"	"Subject18TP2"	"Subject18TP3"
3.84521443416936e-32	0.551310857714773	0.974442609065688	4.47607771635384	0.00798378008566056	0.00683749956304125	0.20737642830469	0.0133334687625939	0.212641638053495	21.584312898751	0.598777424525754	0.0321550361708609	363.21618	42	3.14	2.5	1.76	1.76	2.5	2.5	3.14	1.76	2.5	1.76	1.76	1.76	3.66	1.76	1.76	1.76	3.14	1.76	1.76	1.76	3.14	1.76	1.76	1.76	4.18	2.5	1.76	1.76	3.66	2.5	1.76	1.76	4.18	2.5	1.76	1.76	6.28	6.88	7.62	6.88	6.28	6.58	7.69	7.15	6.34	6.63	7.01	7.21	3.66	6.88	7.1	7.1	6.07	6.51	7.27	7.35	6.42	6.84	8.03	7.5	3.66	6.79	8.16	7.35	6.63	6.58	7.01	6.88	6.42	6.63	7.1	7.01
5.20048330607539e-17	0.433648091765055	0.800064158042572	3.50006508162947	0.0158903901779407	0.0818066960414025	0.31378103068895	0.0201748559621181	0.321747813390724	11.1544827102664	0.787633389193848	0.254257193481088	363.21618	42	8.36	7.1	6.7	4.82	8.45	7.41	7.1	3.93	5.08	7.56	4.18	5.53	5.53	7.62	3.93	4.66	5.08	7.27	4.07	7.15	5.35	7.56	4.18	7.21	8.4	7.76	3.39	4.96	8.5	7.94	4.3	6.28	8.5	7.76	3.93	6.28	9.34	9.8	10.38	9.34	9.25	9.8	10.85	9.34	8.56	9.8	10.62	9.4	8.56	9.8	10.62	9.4	8.61	9.8	10.62	9.48	9	10.04	11.12	9.88	9	9.97	10.85	9.97	8.67	10.14	10.3	9.34	8.86	10.04	10.04	9.25
5.42997673252656e-06	0.531649558285236	0.423687946604507	-1.89107396044935	0.0154849877568279	-0.316160304822527	0.383072841792755	0.0246300402200834	0.392798917594128	-4.93659104518934	0.628703307768103	-0.804890977701749	120.06562	119.5	4.82	9.55	8.67	8.79	3.82	9.55	8.67	8.79	5.35	9.62	8.11	8.86	4.66	9.62	7.98	8.86	4.3	9.8	8.11	9	3.66	9.88	8.16	8.93	4.5	9.55	8.45	8.86	4.38	9.62	8.56	8.72	5.08	9.4	8.56	8.86	5.53	5.22	8.07	5.7	7.56	5.35	5.35	5.7	6.28	5.35	4.96	5.08	7.56	5.08	5.22	5.7	5.53	5.35	5.08	5.53	7.88	6.7	5.53	5.53	5.94	6.7	5.08	6.07	6.07	5.22	5.22	5.94	6.28	5.35	5.53	5.83
0.118912493140687	0.687230514049429	0.0461165487110448	0.413537534538246	-0.00680750115551359	-0.545453380230812	0.261851783036651	0.0168360145754797	0.268500101613923	1.57928095712209	-0.404341605015486	-2.03148295643895	123.05531	52.8	8.67	10.62	9.25	9.55	8.79	10.62	9.25	9.55	8.72	10.85	9.09	9.34	8.79	10.85	9.09	9.34	9.34	10.85	9	9.55	9.34	10.85	9	9.62	8.5	10.62	9.17	9.8	8.36	10.62	9.17	9.8	8.45	10.62	9.25	9.8	11.12	10.14	10.85	7.62	11.12	10.04	10.62	7.69	11.12	9.97	10.85	7.56	11.12	9.88	10.85	7.82	11.12	9.97	10.85	7.76	10.85	10.14	10.22	7.62	10.85	10.22	10.3	7.69	10.85	10.04	10.49	7.62	10.85	10.14	10.22	7.69
1.3788078260075e-13	0.199158749624356	0.0264750477325649	2.11449059211306	-0.0191274738115967	-0.533716248046169	0.229442984640839	0.0147522594227057	0.235268455980093	9.2157561296677	-1.29657927396239	-2.26854146605752	123.05531	52.8	5.22	6.84	3.66	4.38	4.3	6.58	4.07	5.22	4.66	6.7	5.08	4.38	3.14	6.75	4.82	5.22	4.66	6.18	5.22	4.5	4.5	6.58	4.3	4.07	4.38	6.07	4.5	5.22	3.82	6.18	4.38	4.66	3.82	6.18	4.96	4.66	7.88	7.01	7.88	5.83	7.88	6.63	7.82	6.18	8.11	7.05	7.35	5.22	7.98	6.92	7.62	6.07	8.11	7.05	7.69	5.35	7.76	6.79	7.62	5.35	7.82	7.1	7.56	5.08	7.88	6.79	7.15	6.28	7.88	6.92	7.05	4.96
1.80431713112254e-19	0.361069293854385	0.772050149269118	3.84694511592774	0.018034587169555	0.0909739772248711	0.305040095814472	0.0196128490693506	0.31278494945762	12.6112769065857	0.919529187512996	0.290851517576607	137.05966	112.2	7.21	6.79	6.51	3.66	7.21	5.94	6.51	4.07	4.38	6.51	3.66	3.82	4.38	6.96	3.39	3.93	4.5	6.75	3.82	6.07	5.08	4.3	3.66	6.7	8.03	7.05	3.93	5.08	8.11	7.5	3.66	4.07	8.03	7.15	3.82	4.18	9.17	9.55	10.22	9.17	8.56	9.48	10.22	9	7.69	9.55	9.97	9	8.07	9.34	10.14	9	8.2	9.34	10.14	9.09	8.56	9.88	10.62	9.62	8.31	9.88	10.49	9.48	8.45	9.72	9.55	8.86	8.24	9.72	9.62	9
3.89010182263262e-05	0.397327508363328	0.208326274456775	1.14534727088881	-0.0142509248269781	-0.3389298918173	0.26021551008667	0.0167308088177955	0.266822284307342	4.40153344628584	-0.851777399537333	-1.27024582184785	118.08645	118.2	4.38	6.88	3.82	6.34	4.82	6.88	4.5	6.28	4.82	7.15	5.83	6.42	4.82	7.35	5.35	5.35	5.22	6.51	5.53	5.83	4.96	7.1	5.83	5.7	4.07	6.51	4.82	6.7	4.07	6.79	5.53	5.94	3.93	6.58	5.22	6.88	7.27	6.34	8.11	4.82	6.79	6.07	7.76	6.07	7.98	6.34	8.24	5.83	7.88	6.75	8.11	4.66	7.98	6.34	8.07	6.07	7.62	6.63	7.56	5.94	7.76	6.58	7.5	5.94	7.94	6.18	7.56	4.66	4.66	6.18	7.56	5.53
0.670164741240487	0.661353192285076	0.596957760662171	0.128188142942247	0.00847691497584375	-0.163245048215292	0.299660677328089	0.0192669741358518	0.307268949553142	0.427777658667902	0.439971264614405	-0.531277398685085	118.08645	118.2	9.97	9.62	10.62	10.38	9.88	9.48	10.62	10.38	8.45	9.55	10.38	10.49	8.31	9.48	10.38	10.49	7.01	9.48	10.38	10.49	8.31	9.55	10.49	10.38	11.12	9.48	10.38	10.3	11.27	8.03	10.49	10.3	10.85	9.55	10.49	10.22	9	9.88	12.16	9.88	7.82	9.97	12.16	9.97	7.82	10.22	12.16	10.14	7.82	10.04	12.16	10.04	7.69	10.04	12.16	10.14	8.61	8.93	12.16	10.38	8.56	8.72	12.16	10.38	8.5	8.67	11.54	9.97	8.45	9.88	11.54	9.88
2.3469147972613e-31	0.77754855906227	0.299501886440446	3.84532647146025	0.003349717488732	0.196908261935637	0.18367831663143	0.0118097756682967	0.188341840211607	20.9351138554711	0.283639383407114	1.04548337063291	377.14538	60.5	4.18	3.66	3.39	2.5	4.38	1.76	3.93	2.5	3.66	4.38	4.07	3.39	3.82	3.93	3.14	2.5	3.82	3.82	3.66	4.18	4.18	3.93	2.5	4.5	5.08	4.18	3.14	2.5	5.22	3.93	3.82	3.14	5.83	3.93	3.66	3.66	6.75	7.35	8.5	7.69	6.88	7.5	8.67	7.62	6.63	7.69	8.5	7.69	6.58	7.69	8.45	7.56	6.63	7.5	8.45	7.56	7.05	7.69	8.86	8.11	6.75	7.88	8.86	7.94	6.92	7.69	7.88	7.5	6.75	7.21	7.5	7.62
1.32461965700213e-15	0.111720437355571	0.932564403837232	3.38566325071157	0.0338983270161561	0.0284937652207341	0.327179157981091	0.0210363015622156	0.335486114110534	10.3480407236308	1.6114204731236	0.0849327707535047	258.1096	129.2	9.09	3.93	7.62	6.18	9.09	8.2	7.69	6.63	5.94	8.4	3.14	6.88	5.83	8.36	4.38	6.51	6.75	8.31	6.58	7.88	6.42	8.2	6.28	8.03	9.17	8.61	4.66	7.1	9.17	8.72	5.7	7.21	9.4	8.61	4.66	3.14	9.62	10.62	11.27	9.62	9.72	10.62	11.12	9.62	9.55	10.49	11.54	9.97	9.48	10.3	11.54	10.14	9.55	10.3	11.54	10.04	9.62	10.85	11.54	10.49	9.62	10.85	11.54	10.62	9.4	10.49	10.85	9.72	9.4	10.85	10.62	9.8
7.70679567739767e-05	0.940730511516903	0.331683488516635	0.591183272122097	0.000673989820383573	-0.140822431555591	0.140466568204507	0.00903143435661727	0.144032961696466	4.2087115794086	0.0746271072534281	-0.977709754051712	446.17791	79.3	7.62	8.5	8.24	8.4	7.41	8.45	8.16	8.31	7.41	8.24	8.16	8.16	7.69	8.31	8.31	8.16	8.24	8.4	7.82	8.11	8.11	8.56	7.82	8.31	6.42	8.36	8.16	8.31	6.92	8.31	8.2	8.36	6.84	8.2	8.31	5.7	8.36	8.67	9.34	8.11	8.72	8.72	9.34	8.11	8.07	8.56	9.34	8.11	8.31	8.5	9.4	8.16	8.16	8.5	9.25	8.16	7.94	8.72	9	8.24	7.94	8.79	9.17	8.16	7.5	8.61	9.09	8.24	7.69	8.61	9	8.24
0.02603927057917	0.667139265521578	0.307502008893909	0.351938640428048	0.00429572712457743	-0.163070897205628	0.154672241991465	0.00994480194250177	0.158599312213769	2.2753833260364	0.431957031363137	-1.02819422688184	169.03547	123.1	7.94	8.72	9.62	9.25	7.62	8.61	9.62	9.25	8.03	8.67	9.34	9	7.98	8.61	9.4	9.09	8.03	8.79	9.17	9.17	7.88	8.5	9.17	9.17	7.05	8.45	9.34	9.17	7.15	8.67	9.25	9.09	7.15	8.56	9.48	9.09	8.86	9.25	9.72	8.93	8.4	9.17	9.62	8.86	8.24	9.17	9.62	8.93	8.24	9.17	9.72	8.93	8.4	9.09	9.72	9	8.07	9.4	9.4	8.67	8.16	9.4	9.4	8.67	8.03	9.25	9.62	9.09	7.98	9	9.55	9.17
1.46275887277236e-17	0.946663799260063	0.757057953363585	2.1192359147108	0.000797279369047963	0.0588168318232599	0.184678833266039	0.0118741048565418	0.189367759588377	11.4752507216565	0.0671443766650519	0.310595805490377	257.24728	78.7	3.93	3.82	5.08	3.93	3.14	3.66	4.66	4.18	4.07	3.66	6.07	5.22	4.07	3.66	6.42	3.82	4.07	3.93	6.07	3.93	3.93	3.82	5.35	3.93	3.39	3.39	6.34	4.18	3.39	3.66	6.18	5.22	3.66	3.82	6.28	5.35	6.34	6.42	6.92	6.58	6.07	6.28	6.58	6.79	6.18	6.42	6.63	6.7	5.94	6.79	6.42	6.7	6.34	6.18	6.75	6.84	6.18	6.34	6.75	7.05	6.42	6.75	6.07	6.75	6.42	6.34	7.05	7.35	6.34	6.28	7.01	7.15
3.90869295880513e-15	0.66554265482666	0.430719804100852	-2.15989745402314	0.00598034323052168	0.174130584958961	0.214233254972168	0.013774335089248	0.219672556978761	-10.0819896252976	0.434165656038805	0.792682469553068	161.0196	80.2	8.07	7.94	6.84	6.42	7.69	7.88	6.88	6.84	6.7	8.31	5.53	7.15	6.84	8.07	4.66	6.63	6.51	7.98	5.83	6.92	6.51	7.94	6.07	7.15	8.61	8.5	4.3	7.15	8.61	5.94	5.94	7.35	8.61	8.45	4.38	7.41	4.96	4.82	4.82	4.96	4.96	4.82	4.66	5.08	5.83	4.66	4.5	6.28	4.96	4.82	4.66	4.82	4.82	4.66	4.66	5.08	4.96	4.66	4.82	5.08	5.08	4.82	4.3	4.96	4.82	4.82	4.82	5.08	4.96	4.82	4.96	4.5
1.21450675521615e-19	0.409490093218787	0.709855877825321	-3.52564554522945	0.0147951386865931	-0.106220829872341	0.277268697741726	0.0178272600719721	0.28430844600204	-12.7156277428531	0.829916578703755	-0.373611235846222	255.06537	122.8	4.07	10.49	9.97	9.97	9.97	10.49	9.88	10.04	9.48	10.49	9.48	9.72	9.48	10.62	9.48	9.88	7.21	10.49	9.62	9.97	9.55	10.49	9.62	9.97	10.62	10.49	9.25	9.88	10.62	10.49	9.62	10.22	10.62	10.49	8.45	10.14	5.7	7.94	5.53	7.5	5.35	7.94	5.53	5.94	5.94	5.53	5.22	5.94	6.79	5.22	8.36	5.83	5.83	7.88	5.22	5.7	5.83	8.45	5.7	5.7	6.07	5.53	8.93	5.53	6.18	5.35	5.35	6.07	5.83	5.53	5.7	5.94
6.26141094958469e-21	0.974134243333317	0.850083151811936	2.50000804374287	-0.000387220491957448	-0.036003781983311	0.185061064910055	0.0118986808111342	0.189759695950498	13.5090979021327	-0.0325431447488788	-0.189733556448695	400.34156	112.9	3.66	3.39	4.07	4.18	3.39	3.14	4.82	3.39	3.39	3.39	4.82	3.14	2.5	3.14	5.22	3.39	3.66	2.5	4.82	3.39	3.39	2.5	4.38	3.14	2.5	1.76	4.96	3.39	2.5	1.76	4.18	3.39	3.14	3.14	5.94	3.93	5.83	5.7	6.63	6.28	6.34	5.83	6.28	6.51	5.53	6.07	5.83	6.34	5.7	5.7	6.07	6.28	4.18	5.7	6.18	6.28	5.94	5.94	5.83	6.42	5.7	5.94	5.7	6.18	6.34	5.7	6.07	7.01	6.07	5.7	6.34	6.92
1.71646628071745e-12	0.372766791396684	0.986259088299191	-2.26016172898487	-0.0151441886685877	-0.00465313786427622	0.262520337954469	0.0168789999629014	0.269185630890397	-8.60947287587627	-0.897220730012046	-0.0172859816063912	181.20718	95.6	1.76	4.5	4.5	4.66	3.93	4.82	6.18	4.82	3.93	5.22	5.94	4.5	4.18	5.35	5.7	4.82	1.76	4.96	5.08	4.07	1.76	5.35	5.7	4.82	4.3	4.07	5.08	3.93	5.08	4.07	4.66	4.18	4.38	4.07	5.35	4.5	1.76	1.76	1.76	1.76	4.82	1.76	1.76	1.76	1.76	4.82	1.76	4.38	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	2.5	1.76	1.76	1.76	1.76	1.76	4.82	1.76	4.66	1.76	1.76	1.76	1.76	1.76	1.76	4.3
2.035138007018e-07	0.988024120622626	0.566384682574298	-0.883869082119975	0.000148071083086542	-0.0903161418443487	0.152864225728746	0.00982855378181009	0.156745391096142	-5.78205317762431	0.0150653988749169	-0.576196475141983	484.30826	104.7	4.66	5.08	4.38	5.94	4.18	4.5	5.08	5.35	4.3	4.96	5.22	4.96	4.5	4.82	5.53	5.08	3.93	4.18	4.18	4.82	4.38	4.96	4.96	4.3	3.93	4.38	5.22	5.53	4.18	4.18	5.83	4.5	4.3	4.3	4.3	5.08	3.82	3.66	4.5	3.66	3.39	3.66	3.66	3.66	5.22	3.14	3.39	2.5	3.82	4.5	5.08	3.39	3.66	3.66	3.66	3.39	3.82	3.66	3.39	3.66	3.82	3.66	4.96	3.66	2.5	3.39	3.66	3.66	3.82	5.08	3.39	5.7
5.17877682904718e-37	0.311868506207793	0.305359561269399	-2.9408028195455	-0.00742024348737039	-0.119953091421788	0.113268407378645	0.0072827022044808	0.116144249766505	-25.9631338305542	-1.01888602321333	-1.03279406137575	180.06599	26.8	6.88	8.11	7.94	8.11	6.63	8.24	7.88	8.36	6.75	7.94	7.62	7.76	6.92	7.82	7.35	7.98	6.18	7.56	7.27	7.27	6.7	7.41	7.1	7.1	6.88	6.92	7.41	7.94	7.01	6.92	7.27	7.56	7.1	6.63	7.41	7.94	4.5	4.3	4.3	5.35	4.3	4.3	5.7	4.38	4.3	4.07	5.08	3.93	4.38	4.66	4.18	4.18	4.38	4.38	4.38	4.38	4.5	4.82	4.18	4.38	4.66	4.3	3.93	4.38	4.07	4.3	4.96	4.3	4.3	4.3	4.3	4.07
0.347794303815232	0.18754180712708	0.605251542208345	-0.163677385430302	0.0148190524067696	-0.0921842451763893	0.17312752280671	0.0111314021374546	0.17752316568821	-0.945415164364367	1.33128353677089	-0.519280088426858	114.06648	66.3	3.39	4.96	4.82	5.7	4.5	4.38	5.22	6.42	3.14	4.07	4.96	3.93	1.76	3.82	4.96	4.5	4.38	4.07	3.93	3.14	4.07	4.5	3.93	3.66	3.82	3.93	4.07	4.66	4.3	4.3	4.07	4.3	4.07	3.66	4.07	3.39	3.93	3.82	3.66	3.82	3.66	3.82	4.5	3.82	3.82	3.39	3.66	4.96	3.93	3.66	3.39	5.35	3.82	3.82	3.82	3.66	3.93	5.35	4.66	4.96	3.93	5.35	3.14	3.82	3.14	3.66	3.82	4.82	3.93	3.66	3.66	3.14
2.30232230539693e-16	0.220324129590037	0.433665590040667	-1.57843994927023	0.0116441095998344	-0.118231223668024	0.146398204455526	0.00941281466734296	0.150115199967543	-10.7818258778559	1.23704864180879	-0.78760327863925	90.05544	114.3	7.27	8.56	8.36	8.72	7.35	8.4	8.31	8.72	7.35	8.61	8.03	8.45	7.27	8.67	8.11	8.61	7.35	8.56	7.94	8.72	7.15	8.67	8.03	8.61	8.36	8.2	8.03	8.67	8.4	8.36	8.24	8.79	8.24	8.24	8.03	8.56	6.7	6.51	6.18	6.63	5.94	6.75	6.75	6.63	6.07	5.7	8.07	7.5	6.28	5.53	7.98	7.5	6.58	6.79	7.98	7.62	6.07	6.28	6.84	5.83	6.34	6.34	5.22	6.79	6.51	7.41	6.28	6.34	6.18	7.1	5.94	6.18
2.80723269774337e-16	0.793770671805984	0.389140870663737	-2.46340488657842	0.00387313044013835	-0.203989443072994	0.229528984932926	0.0147577888949678	0.235356639787346	-10.7324348918211	0.262446526895301	-0.866724827722329	90.05544	114.3	6.18	7.98	4.96	5.53	6.18	7.82	4.38	5.08	6.07	8.16	4.38	5.35	6.28	7.98	4.18	5.83	5.94	8.11	5.35	6.79	5.83	7.98	5.94	6.42	8.07	7.98	5.53	6.96	7.76	8.07	5.22	7.1	7.98	8.07	5.7	7.27	4.18	5.35	3.93	4.07	3.93	4.07	3.93	4.07	3.93	3.82	3.82	3.39	4.18	3.82	3.82	3.82	4.07	4.07	4.07	3.93	4.18	3.93	3.82	3.93	4.18	3.93	3.39	3.93	3.66	3.93	4.07	3.93	4.82	3.93	3.93	3.66
2.60942035987187e-51	0.480013086217824	0.823241185663047	-5.61455018350424	-0.00590572896119188	-0.0297385570868054	0.129334220370109	0.008315669246196	0.132617967725166	-43.4111727541045	-0.710192864379913	-0.224242292329759	500.30344	47.9	8.72	9.09	8.31	9.4	8.93	9	8.36	9.34	9	9.17	8.45	9.17	9	8.93	8.2	9	8.86	8.93	8.2	9.25	8.72	8.79	8.2	9.25	9.97	9.17	8.11	9.4	9.97	9.25	8.07	9.34	9.97	9.09	8.24	9.48	3.66	3.39	3.14	3.39	3.14	3.39	3.39	3.39	3.66	2.5	3.14	1.76	3.39	3.39	3.14	3.14	3.39	3.39	3.39	3.14	3.66	3.39	3.14	3.39	3.39	3.39	5.35	3.39	4.18	3.14	3.39	3.39	3.66	3.39	3.14	2.5
2.65278019473224e-19	0.573763014457005	0.807624515127363	-2.13531818838413	0.00620340700321654	0.0427828538992559	0.170688714733919	0.0109745966050112	0.175022437193	-12.5100138677171	0.565251482718184	0.244442110311141	175.11883	124.2	9	8.79	7.88	9	9	8.79	7.82	8.93	8.79	8.86	7.82	8.61	8.86	9	7.82	8.67	8.61	8.67	7.76	8.67	8.67	8.72	7.88	8.72	9.4	8.86	7.76	9.09	9.09	9.17	7.69	9.17	9.34	8.93	7.69	9.17	6.58	6.75	6.42	6.75	6.51	6.79	6.07	6.58	5.35	6.58	7.21	7.62	6.42	6.28	7.69	7.62	5.22	6.84	8.11	7.69	5.35	6.07	7.1	7.35	5.53	5.22	6.7	7.27	5.22	6.88	5.83	5.7	6.58	7.01	5.83	5.22
1.47719722010807e-52	0.522990019664156	0.0200370772414159	-6.42832493835874	0.00585186899112143	-0.346185690053813	0.141752978956059	0.00911414538463475	0.145352033934597	-45.3487819846907	0.642064477157333	-2.38170516560906	500.30408	161.1	11.27	12.16	10.49	11.79	11.54	11.79	10.49	11.54	11.27	12.16	10.49	11.27	11.12	12.16	10.49	11.27	11.54	11.79	10.62	11.54	11.54	11.79	10.62	11.54	12.16	12.16	10.62	11.79	12.01	12.16	10.62	11.79	12.16	11.79	10.62	11.79	5.94	4.66	4.66	4.66	5.53	5.53	5.83	4.82	4.66	4.38	4.3	4.3	5.35	4.38	4.38	4.5	4.66	6.07	6.63	4.82	5.53	4.5	4.5	4.82	4.96	4.66	4.18	4.82	4.38	4.66	4.66	5.83	5.35	4.66	4.82	4.38
2.1377878072151e-08	0.935428804522198	0.16126366122089	-0.858093477207022	-0.000707549373581295	0.196528016140014	0.135329408266642	0.00870113567166096	0.138765371194206	-6.3407760973602	-0.0813168993428913	1.41626123613339	500.30408	161.1	6.34	5.53	5.7	6.63	6.28	5.35	5.83	5.94	5.7	6.07	6.51	5.08	5.7	6.07	5.94	6.28	5.35	5.94	6.28	5.22	5.7	5.22	6.18	6.12	6.84	6.42	5.35	6.63	6.79	6.58	5.08	6.7	6.7	6.28	5.08	6.79	5.08	4.96	4.96	6.18	5.08	4.96	4.82	5.22	4.96	4.96	4.66	4.5	5.08	4.96	4.82	5.08	6.18	4.82	4.82	5.22	5.08	4.96	5.08	5.22	6.28	4.96	6.58	6.92	4.96	4.96	5.7	5.35	5.08	4.96	5.08	4.82
2.90415399818851e-08	0.793459990108151	0.462751832978707	-1.3724309319182	-0.00370191357480096	0.165871595674023	0.219044554551932	0.0140836822661605	0.224606013650624	-6.26553321412433	-0.262851256144546	0.738500243061336	193.03409	126.7	4.96	4.82	4.3	4.96	5.08	4.07	3.82	5.83	4.96	4.82	4.5	4.82	5.35	4.18	4.3	4.3	4.82	4.3	4.3	4.38	4.66	5.08	4.07	4.96	5.7	5.08	4.18	5.7	5.53	4.96	3.93	4.96	6.07	5.08	4.18	6.51	3.39	3.14	2.5	3.14	5.7	3.14	3.14	3.14	3.39	1.76	5.35	5.53	3.14	3.14	5.35	5.94	3.14	3.14	3.14	2.5	3.39	3.14	4.96	3.14	3.14	3.14	2.5	3.14	1.76	4.18	3.14	3.14	3.39	3.14	2.5	5.35
2.67639352466784e-09	0.137944862261956	0.0817723466381365	1.8257798363397	-0.025738248579953	-0.483072478580691	0.266667254596632	0.0171456299939102	0.273437836191018	6.84665929118828	-1.50115502253896	-1.76666289241415	193.03409	126.7	5.94	6.7	3.93	7.56	5.83	6.07	2.5	7.05	6.51	6.79	4.3	7.1	6.63	6.88	6.51	6.75	6.58	7.05	4.96	6.96	6.28	7.05	4.82	7.01	5.83	6.63	6.18	7.21	6.28	6.96	6.34	6.96	6.18	6.88	5.83	6.58	9.48	7.27	8.2	6.34	9.55	7.21	8.56	5.83	9.72	8.31	8.4	6.42	9.62	7.98	8.56	6.34	9.62	8.11	8.56	6.34	9.55	7.82	8.16	6.51	9.55	7.76	8.24	6.58	9.25	7.94	7.98	6.42	9.34	7.82	8.07	6.42
1.58125696161696e-14	0.803328235164244	0.149242460173666	2.07228342865048	0.00341993054156821	0.318221302620255	0.212747538640392	0.0136788095154797	0.218149118866461	9.74057534058373	0.250016680011373	1.45873292669613	195.0875	1.4	3.82	1.76	4.66	3.82	3.66	3.82	4.96	3.82	4.18	2.5	6.28	3.66	4.3	2.5	5.83	3.66	3.39	3.14	5.94	3.66	3.82	3.14	5.53	3.82	3.14	3.14	5.94	3.66	3.14	3.14	4.82	3.66	2.5	3.39	6.07	3.82	6.07	5.53	5.94	6.7	6.42	4.66	6.34	6.92	5.7	5.94	5.94	6.96	5.53	6.07	5.7	6.79	5.94	5.53	5.53	6.7	5.7	5.7	5.94	7.1	6.18	5.83	5.94	7.01	6.28	5.94	5.94	6.58	5.94	5.83	6.18	6.7
1.00300370323986e-33	0.681703309211411	0.363063771286227	-5.56923531101393	0.00642988654604938	-0.22796045896498	0.242784304806434	0.0156100525534581	0.248948507261717	-22.9390253025382	0.411906784043783	-0.915693214923871	153.03966	124.2	7.5	10.14	6.88	7.15	7.56	10.04	7.27	8.11	8.31	10.14	7.35	7.56	8.36	10.22	7.21	7.62	7.76	9.97	7.69	8.2	7.56	9.97	7.62	8.2	9	9.88	7.21	8.36	8.93	9.97	7.15	8.4	9	9.97	7.35	8.36	2.5	2.5	3.39	2.5	1.76	2.5	2.5	2.5	2.5	4.5	2.5	4.82	2.5	2.5	2.5	2.5	2.5	2.5	2.5	4.96	1.76	2.5	2.5	2.5	2.5	2.5	1.76	2.5	4.5	2.5	2.5	2.5	2.5	2.5	4.66	1.76
4.55826932186867e-23	0.978405972267169	0.113646458465482	-2.60656419948113	-0.000306045458152133	-0.287929713704528	0.175209548140983	0.0112652679773882	0.179658052864963	-14.8768387746982	-0.0271671707025905	-1.6026540926665	258.10967	132.6	6.92	8.36	6.58	6.75	7.15	8.16	5.53	6.58	6.79	8.36	6.34	6.28	6.75	8.45	6.07	5.53	6.28	8.07	6.75	6.18	5.53	8.16	6.58	6.63	7.88	8.07	6.28	7.27	8.07	8.4	6.07	6.92	7.82	8.03	6.18	7.05	4.38	4.18	4.18	4.3	4.18	5.22	4.18	4.3	4.18	5.22	4.07	3.82	4.3	4.07	4.07	4.07	5.7	4.3	4.3	4.3	4.38	4.18	4.07	4.3	4.38	4.18	3.82	4.3	3.93	5.53	4.3	4.96	4.18	4.18	4.18	3.93
2.96180308239809e-07	0.393596344096221	0.185141309620531	0.958148445064417	-0.00929949301670323	0.231238183382911	0.168461953043908	0.0108314248005866	0.172739138858711	5.68762517441958	-0.858565995509619	1.33865541365266	138.05501	18	6.58	5.7	7.21	6.92	6.84	5.22	6.92	7.21	7.01	5.53	7.41	6.7	6.88	4.96	7.41	7.05	6.42	5.22	7.35	6.28	6.88	3.66	7.35	6.79	5.94	5.35	7.35	6.75	6.42	5.22	7.41	6.84	6.28	5.7	7.56	6.96	7.69	7.69	7.1	7.94	7.69	7.56	7.5	8.03	7.5	7.35	7.15	7.88	7.5	7.27	7.01	7.94	7.56	7.35	5.83	7.94	7.5	7.5	7.35	7.82	7.41	7.56	7.27	7.88	7.62	7.5	7.35	7.82	7.76	7.56	7.62	7.56
