"max.fold.change.log2"	"degree_rank"	"diffexp_rank"	"P.value"	"adjusted.P.value"	"mz"	"time"	"Subject1TP0"	"Subject1TP1"	"Subject1TP2"	"Subject1TP3"	"Subject2TP0"	"Subject2TP1"	"Subject2TP2"	"Subject2TP3"	"Subject3TP0"	"Subject3TP1"	"Subject3TP2"	"Subject3TP3"	"Subject4TP0"	"Subject4TP1"	"Subject4TP2"	"Subject4TP3"	"Subject5TP0"	"Subject5TP1"	"Subject5TP2"	"Subject5TP3"	"Subject6TP0"	"Subject6TP1"	"Subject6TP2"	"Subject6TP3"	"Subject7TP0"	"Subject7TP1"	"Subject7TP2"	"Subject7TP3"	"Subject8TP0"	"Subject8TP1"	"Subject8TP2"	"Subject8TP3"	"Subject9TP0"	"Subject9TP1"	"Subject9TP2"	"Subject9TP3"	"Subject10TP0"	"Subject10TP1"	"Subject10TP2"	"Subject10TP3"	"Subject11TP0"	"Subject11TP1"	"Subject11TP2"	"Subject11TP3"	"Subject12TP0"	"Subject12TP1"	"Subject12TP2"	"Subject12TP3"	"Subject13TP0"	"Subject13TP1"	"Subject13TP2"	"Subject13TP3"	"Subject14TP0"	"Subject14TP1"	"Subject14TP2"	"Subject14TP3"	"Subject15TP0"	"Subject15TP1"	"Subject15TP2"	"Subject15TP3"	"Subject16TP0"	"Subject16TP1"	"Subject16TP2"	"Subject16TP3"	"Subject17TP0"	"Subject17TP1"	"Subject17TP2"	"Subject17TP3"	"Subject18TP0"	"Subject18TP1"	"Subject18TP2"	"Subject18TP3"
-2.49055555555556	39	11	6.26141094958469e-21	5.63526985462622e-20	400.34156	112.9	3.66	3.39	4.07	4.18	3.39	3.14	4.82	3.39	3.39	3.39	4.82	3.14	2.5	3.14	5.22	3.39	3.66	2.5	4.82	3.39	3.39	2.5	4.38	3.14	2.5	1.76	4.96	3.39	2.5	1.76	4.18	3.39	3.14	3.14	5.94	3.93	5.83	5.7	6.63	6.28	6.34	5.83	6.28	6.51	5.53	6.07	5.83	6.34	5.7	5.7	6.07	6.28	4.18	5.7	6.18	6.28	5.94	5.94	5.83	6.42	5.7	5.94	5.7	6.18	6.34	5.7	6.07	7.01	6.07	5.7	6.34	6.92
3.57611111111111	73	12	1.21450675521615e-19	1.00196807305333e-18	255.06537	122.8	4.07	10.49	9.97	9.97	9.97	10.49	9.88	10.04	9.48	10.49	9.48	9.72	9.48	10.62	9.48	9.88	7.21	10.49	9.62	9.97	9.55	10.49	9.62	9.97	10.62	10.49	9.25	9.88	10.62	10.49	9.62	10.22	10.62	10.49	8.45	10.14	5.7	7.94	5.53	7.5	5.35	7.94	5.53	5.94	5.94	5.53	5.22	5.94	6.79	5.22	8.36	5.83	5.83	7.88	5.22	5.7	5.83	8.45	5.7	5.7	6.07	5.53	8.93	5.53	6.18	5.35	5.35	6.07	5.83	5.53	5.7	5.94
-3.84666666666667	61	13	1.80431713112254e-19	1.37405689216255e-18	137.05966	112.2	7.21	6.79	6.51	3.66	7.21	5.94	6.51	4.07	4.38	6.51	3.66	3.82	4.38	6.96	3.39	3.93	4.5	6.75	3.82	6.07	5.08	4.3	3.66	6.7	8.03	7.05	3.93	5.08	8.11	7.5	3.66	4.07	8.03	7.15	3.82	4.18	9.17	9.55	10.22	9.17	8.56	9.48	10.22	9	7.69	9.55	9.97	9	8.07	9.34	10.14	9	8.2	9.34	10.14	9.09	8.56	9.88	10.62	9.62	8.31	9.88	10.49	9.48	8.45	9.72	9.55	8.86	8.24	9.72	9.62	9
2.13222222222222	17	14	2.65278019473224e-19	1.87589456627494e-18	175.11883	124.2	9	8.79	7.88	9	9	8.79	7.82	8.93	8.79	8.86	7.82	8.61	8.86	9	7.82	8.67	8.61	8.67	7.76	8.67	8.67	8.72	7.88	8.72	9.4	8.86	7.76	9.09	9.09	9.17	7.69	9.17	9.34	8.93	7.69	9.17	6.58	6.75	6.42	6.75	6.51	6.79	6.07	6.58	5.35	6.58	7.21	7.62	6.42	6.28	7.69	7.62	5.22	6.84	8.11	7.69	5.35	6.07	7.1	7.35	5.53	5.22	6.7	7.27	5.22	6.88	5.83	5.7	6.58	7.01	5.83	5.22
-2.13444444444445	22	15	1.46275887277236e-17	9.65420856029756e-17	257.24728	78.7	3.93	3.82	5.08	3.93	3.14	3.66	4.66	4.18	4.07	3.66	6.07	5.22	4.07	3.66	6.42	3.82	4.07	3.93	6.07	3.93	3.93	3.82	5.35	3.93	3.39	3.39	6.34	4.18	3.39	3.66	6.18	5.22	3.66	3.82	6.28	5.35	6.34	6.42	6.92	6.58	6.07	6.28	6.58	6.79	6.18	6.42	6.63	6.7	5.94	6.79	6.42	6.7	6.34	6.18	6.75	6.84	6.18	6.34	6.75	7.05	6.42	6.75	6.07	6.75	6.42	6.34	7.05	7.35	6.34	6.28	7.01	7.15
-3.50027777777778	55	16	5.20048330607539e-17	3.21779904563415e-16	363.21618	42	8.36	7.1	6.7	4.82	8.45	7.41	7.1	3.93	5.08	7.56	4.18	5.53	5.53	7.62	3.93	4.66	5.08	7.27	4.07	7.15	5.35	7.56	4.18	7.21	8.4	7.76	3.39	4.96	8.5	7.94	4.3	6.28	8.5	7.76	3.93	6.28	9.34	9.8	10.38	9.34	9.25	9.8	10.85	9.34	8.56	9.8	10.62	9.4	8.56	9.8	10.62	9.4	8.61	9.8	10.62	9.48	9	10.04	11.12	9.88	9	9.97	10.85	9.97	8.67	10.14	10.3	9.34	8.86	10.04	10.04	9.25
1.62777777777778	41	17	2.30232230539693e-16	1.3407641660841e-15	90.05544	114.3	7.27	8.56	8.36	8.72	7.35	8.4	8.31	8.72	7.35	8.61	8.03	8.45	7.27	8.67	8.11	8.61	7.35	8.56	7.94	8.72	7.15	8.67	8.03	8.61	8.36	8.2	8.03	8.67	8.4	8.36	8.24	8.79	8.24	8.24	8.03	8.56	6.7	6.51	6.18	6.63	5.94	6.75	6.75	6.63	6.07	5.7	8.07	7.5	6.28	5.53	7.98	7.5	6.58	6.79	7.98	7.62	6.07	6.28	6.84	5.83	6.34	6.34	5.22	6.79	6.51	7.41	6.28	6.34	6.18	7.1	5.94	6.18
2.52555555555556	1	18	2.80723269774337e-16	1.54397798375885e-15	90.05544	114.3	6.18	7.98	4.96	5.53	6.18	7.82	4.38	5.08	6.07	8.16	4.38	5.35	6.28	7.98	4.18	5.83	5.94	8.11	5.35	6.79	5.83	7.98	5.94	6.42	8.07	7.98	5.53	6.96	7.76	8.07	5.22	7.1	7.98	8.07	5.7	7.27	4.18	5.35	3.93	4.07	3.93	4.07	3.93	4.07	3.93	3.82	3.82	3.39	4.18	3.82	3.82	3.82	4.07	4.07	4.07	3.93	4.18	3.93	3.82	3.93	4.18	3.93	3.39	3.93	3.66	3.93	4.07	3.93	4.82	3.93	3.93	3.66
-3.38722222222222	38	19	3.80321079938758e-16	1.98167299547037e-15	203.05242	59.5	7.88	6.34	6.42	4.07	7.5	6.96	6.28	4.38	5.22	7.21	3.82	4.07	3.93	6.79	4.07	4.18	6.34	6.58	4.5	7.05	6.18	6.42	4.5	6.92	8.11	7.35	3.82	5.35	8.2	7.41	2.5	6.34	8.16	7.01	3.14	5.22	8.45	9.4	10.3	9	8.31	9.25	10.3	9.17	8.2	9.48	10.3	9.17	7.94	9.48	10.38	9.09	7.82	9.55	10.3	6.63	8.36	9.62	10.49	9.25	8.5	9.8	10.62	9.34	8.4	9.88	9.72	8.93	8.2	9.8	9.8	8.93
-3.34555555555556	15	20	1.32461965700213e-15	6.55686730216053e-15	258.1096	129.2	9.09	3.93	7.62	6.18	9.09	8.2	7.69	6.63	5.94	8.4	3.14	6.88	5.83	8.36	4.38	6.51	6.75	8.31	6.58	7.88	6.42	8.2	6.28	8.03	9.17	8.61	4.66	7.1	9.17	8.72	5.7	7.21	9.4	8.61	4.66	3.14	9.62	10.62	11.27	9.62	9.72	10.62	11.12	9.62	9.55	10.49	11.54	9.97	9.48	10.3	11.54	10.14	9.55	10.3	11.54	10.04	9.62	10.85	11.54	10.49	9.62	10.85	11.54	10.62	9.4	10.49	10.85	9.72	9.4	10.85	10.62	9.8
2.12	16	21	3.90869295880513e-15	1.84266953772242e-14	161.0196	80.2	8.07	7.94	6.84	6.42	7.69	7.88	6.88	6.84	6.7	8.31	5.53	7.15	6.84	8.07	4.66	6.63	6.51	7.98	5.83	6.92	6.51	7.94	6.07	7.15	8.61	8.5	4.3	7.15	8.61	5.94	5.94	7.35	8.61	8.45	4.38	7.41	4.96	4.82	4.82	4.96	4.96	4.82	4.66	5.08	5.83	4.66	4.5	6.28	4.96	4.82	4.66	4.82	4.82	4.66	4.66	5.08	4.96	4.66	4.82	5.08	5.08	4.82	4.3	4.96	4.82	4.82	4.82	5.08	4.96	4.82	4.96	4.5
-2.15583333333333	10	22	1.58125696161696e-14	7.11565632727631e-14	195.0875	1.4	3.82	1.76	4.66	3.82	3.66	3.82	4.96	3.82	4.18	2.5	6.28	3.66	4.3	2.5	5.83	3.66	3.39	3.14	5.94	3.66	3.82	3.14	5.53	3.82	3.14	3.14	5.94	3.66	3.14	3.14	4.82	3.66	2.5	3.39	6.07	3.82	6.07	5.53	5.94	6.7	6.42	4.66	6.34	6.92	5.7	5.94	5.94	6.96	5.53	6.07	5.7	6.79	5.94	5.53	5.53	6.7	5.7	5.7	5.94	7.1	6.18	5.83	5.94	7.01	6.28	5.94	5.94	6.58	5.94	5.83	6.18	6.7
-0.770833333333334	31	23	4.91489830128981e-14	2.11554318185953e-13	206.08117	107.7	7.41	6.75	7.69	7.94	7.1	6.63	7.41	7.98	7.5	6.75	7.27	7.94	7.94	6.84	7.56	7.76	7.94	6.84	7.41	7.56	7.82	6.84	7.41	7.27	6.96	7.1	7.62	7.56	6.75	6.88	7.62	8.07	6.96	6.84	7.62	7.88	7.98	8.11	8.16	8.24	8.03	8.07	8.24	8.16	8.31	8.24	8.16	8.2	8.16	8.24	8.07	8.11	8.24	8.24	8.2	8.2	7.98	7.88	7.98	8.07	7.98	8.24	7.88	8.11	8.07	8.24	8.4	8.2	8.03	8.31	8.24	8.2
-1.99333333333333	47	24	1.3788078260075e-13	5.68758228228094e-13	123.05531	52.8	5.22	6.84	3.66	4.38	4.3	6.58	4.07	5.22	4.66	6.7	5.08	4.38	3.14	6.75	4.82	5.22	4.66	6.18	5.22	4.5	4.5	6.58	4.3	4.07	4.38	6.07	4.5	5.22	3.82	6.18	4.38	4.66	3.82	6.18	4.96	4.66	7.88	7.01	7.88	5.83	7.88	6.63	7.82	6.18	8.11	7.05	7.35	5.22	7.98	6.92	7.62	6.07	8.11	7.05	7.69	5.35	7.76	6.79	7.62	5.35	7.82	7.1	7.56	5.08	7.88	6.79	7.15	6.28	7.88	6.92	7.05	4.96
2.08861111111111	57	25	5.84601511989091e-13	2.3150219874768e-12	170.08106	30	8.03	8.61	7.5	6.88	8.03	8.67	1.76	7.15	7.21	8.72	7.01	6.75	7.35	8.72	7.05	7.1	6.84	8.45	7.01	7.21	6.63	8.45	7.05	7.41	8.24	8.56	7.1	7.01	8.31	8.5	7.35	7.05	8.4	8.5	6.96	7.1	5.22	5.08	6.88	5.08	6.63	5.08	4.96	5.35	5.08	5.08	4.82	4.66	5.83	6.34	4.96	5.22	4.96	4.96	4.96	6.79	5.22	5.08	5.22	6.79	5.35	5.08	4.5	5.22	5.08	5.08	5.53	5.53	5.22	6.34	5.22	5.08
2.24	62	26	1.71646628071745e-12	6.53577545350105e-12	181.20718	95.6	1.76	4.5	4.5	4.66	3.93	4.82	6.18	4.82	3.93	5.22	5.94	4.5	4.18	5.35	5.7	4.82	1.76	4.96	5.08	4.07	1.76	5.35	5.7	4.82	4.3	4.07	5.08	3.93	5.08	4.07	4.66	4.18	4.38	4.07	5.35	4.5	1.76	1.76	1.76	1.76	4.82	1.76	1.76	1.76	1.76	4.82	1.76	4.38	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	2.5	1.76	1.76	1.76	1.76	1.76	4.82	1.76	4.66	1.76	1.76	1.76	1.76	1.76	1.76	4.3
-0.99388888888889	23	27	2.50810992356968e-11	9.19640305308884e-11	258.10637	63.3	8.5	8.07	8.45	8.86	8.16	8.31	8.45	8.86	7.69	7.98	7.98	9.09	7.5	8.16	8.16	9.17	8.36	8.2	7.88	8.93	8.16	8.31	7.98	9	7.5	8.16	8.24	9	7.69	8.11	8.11	9	7.21	7.98	8.16	9	8.67	9.17	9.97	9.25	9.17	9.34	10.04	9.09	8.5	9	10.14	9.34	8.72	9.25	10.22	9.25	8.79	9.25	10.22	9.25	8.4	9.34	9.97	8.93	8.61	9.25	9.97	8.93	8.36	9.34	9.88	9.25	8.5	9.48	9.97	9.34
-0.924444444444444	18	28.5	4.38520473222781e-11	1.52603987770485e-10	265.11181	92.3	6.28	6.51	7.27	7.35	6.51	6.51	6.96	7.27	7.1	6.58	7.76	7.05	7.01	5.83	7.69	6.84	6.96	6.28	7.21	6.34	6.79	5.83	7.27	6.88	6.28	5.94	7.5	6.92	5.94	6.07	7.5	6.58	5.53	5.94	7.15	6.75	7.76	7.82	7.5	8.03	7.76	7.88	7.35	8.07	7.76	7.56	7.56	7.98	7.41	7.41	7.15	8.07	7.62	7.56	7.21	7.98	7.56	7.56	6.92	7.94	7.62	7.69	6.92	7.76	7.82	7.76	7.5	8.07	7.82	7.69	7.41	7.98
-2.2625	32	28.5	4.47021782357987e-11	1.52603987770485e-10	205.09699	107.5	6.42	4.07	3.14	4.3	5.53	3.93	3.39	3.66	5.83	4.18	2.5	4.3	6.07	4.38	2.5	4.96	6.63	4.66	2.5	4.66	6.58	4.18	3.14	4.66	4.82	3.82	2.5	6.07	4.5	3.82	3.14	5.53	4.66	4.38	2.5	5.53	6.92	7.1	8.56	5.94	6.96	7.27	8.4	4.96	6.79	6.96	7.82	5.35	6.7	7.01	8.03	4.96	6.79	6.63	8.31	4.07	6.63	7.05	7.27	4.07	6.7	7.05	7.15	4.07	6.58	7.21	7.62	4.07	6.63	7.5	7.69	6.07
-0.833611111111111	69	30	4.91651281179823e-10	1.62244922789342e-09	204.12302	70.5	5.83	7.27	6.34	6.51	5.35	7.21	6.42	6.7	6.34	6.84	6.79	6.92	6.42	6.92	6.88	6.7	6.88	6.34	6.42	6.7	6.84	6.79	6.42	5.83	6.18	6.28	6.84	6.18	5.83	6.75	6.42	5.83	5.94	6.42	6.75	5.94	6.18	8.03	7.41	7.27	5.83	7.98	7.27	7.56	6.96	7.82	7.5	7.01	6.88	7.88	7.5	6.88	6.92	7.82	7.62	7.05	6.7	7.98	7.5	7.21	7.05	8.07	7.41	7.15	6.96	8.11	7.41	6.7	6.88	8.11	7.21	7.21
-0.775833333333332	56	31	1.16087492498926e-09	3.70731024432055e-09	206.08117	107.7	7.69	6.07	7.41	7.27	7.01	6.18	7.5	7.35	7.15	6.28	7.56	7.69	7.62	6.28	7.5	7.94	7.82	7.01	7.62	8.07	7.62	6.63	7.69	7.76	7.01	7.15	7.69	7.88	7.05	7.27	7.88	8.11	7.01	7.21	7.76	8.03	8.03	8.16	8.03	8.5	8.45	8.24	8.11	8.45	8.16	8.16	7.41	8.31	8.2	8.31	7.82	8.31	8.07	8.03	7.35	8.36	8.16	8.07	7.82	8.31	8.11	8.2	7.94	8.31	8.16	8.2	7.94	8.36	8.16	8.16	7.98	8.36
-1.72805555555556	37	32	2.67639352466784e-09	8.28009246694113e-09	193.03409	126.7	5.94	6.7	3.93	7.56	5.83	6.07	2.5	7.05	6.51	6.79	4.3	7.1	6.63	6.88	6.51	6.75	6.58	7.05	4.96	6.96	6.28	7.05	4.82	7.01	5.83	6.63	6.18	7.21	6.28	6.96	6.34	6.96	6.18	6.88	5.83	6.58	9.48	7.27	8.2	6.34	9.55	7.21	8.56	5.83	9.72	8.31	8.4	6.42	9.62	7.98	8.56	6.34	9.62	8.11	8.56	6.34	9.55	7.82	8.16	6.51	9.55	7.76	8.24	6.58	9.25	7.94	7.98	6.42	9.34	7.82	8.07	6.42
-1.5575	45	33	3.66382615321988e-09	1.09914784596596e-08	169.04828	128.9	4.5	4.38	5.53	6.07	4.96	4.18	5.94	5.7	6.28	3.82	7.15	5.94	6.51	4.3	7.27	6.18	5.83	3.66	6.96	5.08	5.22	4.38	7.01	5.22	4.96	4.82	7.27	4.82	4.66	4.38	7.05	5.35	4.96	4.18	7.1	4.38	7.15	6.58	5.7	7.82	7.27	6.96	5.94	7.76	7.1	6.79	6.28	7.76	7.1	7.21	6.18	7.76	7.21	6.75	5.7	7.88	7.1	6.96	6.28	7.56	7.5	7.15	6.18	7.5	7.41	6.63	6.75	7.76	7.21	6.58	6.84	7.76
0.8025	72	34	2.1377878072151e-08	6.22473508571454e-08	500.30408	161.1	6.34	5.53	5.7	6.63	6.28	5.35	5.83	5.94	5.7	6.07	6.51	5.08	5.7	6.07	5.94	6.28	5.35	5.94	6.28	5.22	5.7	5.22	6.18	6.12	6.84	6.42	5.35	6.63	6.79	6.58	5.08	6.7	6.7	6.28	5.08	6.79	5.08	4.96	4.96	6.18	5.08	4.96	4.82	5.22	4.96	4.96	4.66	4.5	5.08	4.96	4.82	5.08	6.18	4.82	4.82	5.22	5.08	4.96	5.08	5.22	6.28	4.96	6.58	6.92	4.96	4.96	5.7	5.35	5.08	4.96	5.08	4.82
1.32111111111111	63	35	2.90415399818851e-08	8.2146070234475e-08	193.03409	126.7	4.96	4.82	4.3	4.96	5.08	4.07	3.82	5.83	4.96	4.82	4.5	4.82	5.35	4.18	4.3	4.3	4.82	4.3	4.3	4.38	4.66	5.08	4.07	4.96	5.7	5.08	4.18	5.7	5.53	4.96	3.93	4.96	6.07	5.08	4.18	6.51	3.39	3.14	2.5	3.14	5.7	3.14	3.14	3.14	3.39	1.76	5.35	5.53	3.14	3.14	5.35	5.94	3.14	3.14	3.14	2.5	3.39	3.14	4.96	3.14	3.14	3.14	2.5	3.14	1.76	4.18	3.14	3.14	3.39	3.14	2.5	5.35
-1.17194444444444	26	36	4.16408923205409e-08	1.14512453881487e-07	124.04031	125	6.79	4.18	4.18	5.08	6.34	4.66	4.18	4.3	6.18	3.93	4.66	4.18	6.18	4.07	4.5	4.38	6.79	4.5	4.66	3.82	6.92	4.66	4.66	3.39	6.07	4.5	4.38	4.38	5.7	4.5	5.35	3.82	5.7	4.5	4.5	4.07	6.42	5.94	5.22	5.22	5.22	5.94	5.08	6.28	6.51	6.18	5.53	5.7	6.18	5.94	5.83	5.53	6.51	5.94	6.34	6.18	6.28	5.83	6.88	6.07	6.51	6.07	6.34	6.28	5.7	5.83	6.34	6.63	6.7	6.07	5.35	6.28
0.725555555555555	11	37	5.030263617951e-08	1.34593540047878e-07	137.04564	76.3	10.22	9.25	8.79	8.56	10.04	9.17	8.93	8.5	9.88	9.25	8.61	8.67	9.88	9.34	8.61	8.45	10.3	9.4	8.56	8.56	10.3	9.25	8.56	8.67	9.8	9.34	8.61	8.61	9.88	9.4	8.61	8.45	9.88	9.34	8.72	8.79	8.2	8.79	8.72	8.07	8.67	8.79	8.61	7.94	8.67	8.79	8.67	8.03	8.45	8.61	8.61	7.98	8.5	8.61	8.67	8.07	8.11	8.67	8.31	7.98	8.2	8.67	8.5	7.98	8.31	8.72	8.36	8.11	8.36	8.72	8.45	8.16
