"max.fold.change.log2"	"degree_rank"	"diffexp_rank"	"P.value"	"adjusted.P.value"	"mz"	"time"	"Subject1TP0"	"Subject1TP1"	"Subject1TP2"	"Subject1TP3"	"Subject2TP0"	"Subject2TP1"	"Subject2TP2"	"Subject2TP3"	"Subject3TP0"	"Subject3TP1"	"Subject3TP2"	"Subject3TP3"	"Subject4TP0"	"Subject4TP1"	"Subject4TP2"	"Subject4TP3"	"Subject5TP0"	"Subject5TP1"	"Subject5TP2"	"Subject5TP3"	"Subject6TP0"	"Subject6TP1"	"Subject6TP2"	"Subject6TP3"	"Subject7TP0"	"Subject7TP1"	"Subject7TP2"	"Subject7TP3"	"Subject8TP0"	"Subject8TP1"	"Subject8TP2"	"Subject8TP3"	"Subject9TP0"	"Subject9TP1"	"Subject9TP2"	"Subject9TP3"	"Subject10TP0"	"Subject10TP1"	"Subject10TP2"	"Subject10TP3"	"Subject11TP0"	"Subject11TP1"	"Subject11TP2"	"Subject11TP3"	"Subject12TP0"	"Subject12TP1"	"Subject12TP2"	"Subject12TP3"	"Subject13TP0"	"Subject13TP1"	"Subject13TP2"	"Subject13TP3"	"Subject14TP0"	"Subject14TP1"	"Subject14TP2"	"Subject14TP3"	"Subject15TP0"	"Subject15TP1"	"Subject15TP2"	"Subject15TP3"	"Subject16TP0"	"Subject16TP1"	"Subject16TP2"	"Subject16TP3"	"Subject17TP0"	"Subject17TP1"	"Subject17TP2"	"Subject17TP3"	"Subject18TP0"	"Subject18TP1"	"Subject18TP2"	"Subject18TP3"
0.909166666666667	66	38	2.035138007018e-07	5.30207007091533e-07	484.30826	104.7	4.66	5.08	4.38	5.94	4.18	4.5	5.08	5.35	4.3	4.96	5.22	4.96	4.5	4.82	5.53	5.08	3.93	4.18	4.18	4.82	4.38	4.96	4.96	4.3	3.93	4.38	5.22	5.53	4.18	4.18	5.83	4.5	4.3	4.3	4.3	5.08	3.82	3.66	4.5	3.66	3.39	3.66	3.66	3.66	5.22	3.14	3.39	2.5	3.82	4.5	5.08	3.39	3.66	3.66	3.66	3.39	3.82	3.66	3.39	3.66	3.82	3.66	4.96	3.66	2.5	3.39	3.66	3.66	3.82	5.08	3.39	5.7
-1.03555555555556	27	39	2.96180308239809e-07	7.51842320916438e-07	138.05501	18	6.58	5.7	7.21	6.92	6.84	5.22	6.92	7.21	7.01	5.53	7.41	6.7	6.88	4.96	7.41	7.05	6.42	5.22	7.35	6.28	6.88	3.66	7.35	6.79	5.94	5.35	7.35	6.75	6.42	5.22	7.41	6.84	6.28	5.7	7.56	6.96	7.69	7.69	7.1	7.94	7.69	7.56	7.5	8.03	7.5	7.35	7.15	7.88	7.5	7.27	7.01	7.94	7.56	7.35	5.83	7.94	7.5	7.5	7.35	7.82	7.41	7.56	7.27	7.88	7.62	7.5	7.35	7.82	7.76	7.56	7.62	7.56
-0.905555555555556	52	40	3.1718342056504e-07	7.85028965898473e-07	122.02708	124.2	6.07	5.94	7.1	6.7	5.7	6.28	7.15	6.96	6.96	5.83	7.5	7.27	6.7	5.53	7.62	7.01	6.7	6.07	7.56	7.1	6.75	6.07	7.56	6.96	5.35	5.22	7.56	6.58	6.07	5.7	7.56	5.08	5.22	6.07	7.5	6.63	7.5	7.56	6.7	8.16	7.62	7.41	6.92	8.24	7.56	7.5	6.51	8.07	7.76	7.5	7.05	8.03	7.5	7.27	6.92	8.11	7.41	7.21	6.58	7.76	7.35	7.41	6.88	8.03	7.69	7.1	7.1	7.88	7.62	7.35	7.15	7.82
-0.414722222222222	59	41	1.46913250522016e-06	3.54741751260478e-06	181.07197	146.7	6.7	7.56	8.4	8.2	8.5	7.62	8.2	7.94	8.4	7.88	7.94	8.36	8.72	7.69	8.03	8.2	8.67	7.76	8.03	8.31	8.79	7.69	7.94	7.98	7.94	7.5	7.98	8.16	8.03	7.82	7.94	8.31	8.11	7.82	7.88	8.16	8.79	8.4	8.36	8.31	8.36	8.03	7.94	8.31	8.61	8.5	7.94	8.56	8.5	8.4	8.2	8.45	8.72	8.31	7.94	8.4	8.79	8.56	8.4	8.56	8.79	8.45	8.36	8.4	9	8.5	8.45	8.61	8.79	8.5	8.4	8.5
-1.19055555555556	48	42	2.3719754062801e-06	5.59108488623167e-06	153.05442	152.2	5.53	8.16	5.35	7.1	5.22	7.98	6.07	6.92	5.53	8.03	6.58	6.84	5.22	7.94	6.58	6.79	6.07	8.16	6.51	6.63	5.94	8.07	6.75	6.51	4.66	7.88	6.63	7.05	4.82	7.88	6.28	6.88	4.82	7.94	6.7	7.15	9.09	7.76	8.31	6.07	8.86	7.76	8.45	6.34	9.25	7.94	8.56	6.07	9.4	7.62	8.4	6.18	9.34	7.62	8.61	5.94	8.86	7.94	8.2	6.28	8.93	7.94	7.98	5.83	8.93	7.88	8.03	6.18	9	7.98	8.16	6.34
2.00083333333333	29	43	5.42997673252656e-06	1.25015743376774e-05	120.06562	119.5	4.82	9.55	8.67	8.79	3.82	9.55	8.67	8.79	5.35	9.62	8.11	8.86	4.66	9.62	7.98	8.86	4.3	9.8	8.11	9	3.66	9.88	8.16	8.93	4.5	9.55	8.45	8.86	4.38	9.62	8.56	8.72	5.08	9.4	8.56	8.86	5.53	5.22	8.07	5.7	7.56	5.35	5.35	5.7	6.28	5.35	4.96	5.08	7.56	5.08	5.22	5.7	5.53	5.35	5.08	5.53	7.88	6.7	5.53	5.53	5.94	6.7	5.08	6.07	6.07	5.22	5.22	5.94	6.28	5.35	5.53	5.83
-1.33777777777778	13	44	6.75516751896225e-06	1.51991269176651e-05	302.30549	16.7	9.4	6.63	6.18	7.41	8.36	6.7	6.7	7.5	7.82	7.41	3.39	7.21	7.05	7.05	3.66	7.41	8.31	7.41	3.39	7.41	8.61	7.01	3.82	7.62	7.35	6.79	5.7	7.98	7.21	7.35	4.5	7.94	7.41	7.05	4.82	7.98	8.11	8.56	9.25	7.15	8.07	8.4	9.17	7.27	8.03	8.03	8.86	7.05	7.69	8.16	9	7.27	8.03	8.07	8.93	7.27	8.2	8.5	9.17	7.41	8.07	8.61	9	7.41	7.56	8.56	8.61	7.56	7.94	8.56	8.67	7.5
-1.06861111111111	70	45	8.88806024430281e-06	1.95537325374662e-05	389.37781	89.9	5.08	4.3	6.92	6.96	5.94	4.3	6.84	6.75	6.42	4.3	7.21	6.79	5.94	4.5	7.1	6.58	5.7	4.82	7.15	6.84	6.07	4.07	7.21	6.58	5.53	4.3	7.15	6.28	5.35	5.08	7.1	6.79	5.35	5.53	7.27	6.07	7.21	6.79	6.58	7.76	6.84	7.05	6.18	7.88	7.35	7.15	6.07	7.82	7.27	7.1	5.94	7.69	7.27	6.96	5.94	7.82	7.15	7.01	6.18	7.88	7.56	6.42	6.51	7.82	7.35	6.7	6.79	7.69	7.56	6.96	6.51	7.88
-0.631666666666666	68	46	1.54153484888269e-05	3.31765108781274e-05	241.03079	130.8	6.96	4.66	6.07	6.28	6.7	5.7	5.7	6.88	6.84	5.35	6.18	5.83	6.79	6.18	6.34	5.7	7.27	5.53	6.18	6.75	7.1	5.94	6.34	5.94	6.34	5.7	6.07	4.3	6.58	5.53	6.79	6.42	6.58	4.82	6.42	5.83	6.79	6.63	5.83	6.42	6.7	6.84	6.63	6.84	7.01	6.7	6.75	7.1	6.63	6.63	6.7	6.96	6.88	6.58	6.96	6.92	6.96	6.18	6.7	6.96	6.92	6.63	6.84	6.88	7.01	6.75	6.7	6.79	6.96	6.75	6.7	7.1
-0.426111111111111	28	47	1.98794153556856e-05	4.18736621321888e-05	181.04836	126.5	7.35	7.5	8.03	8.07	7.94	7.69	7.98	8.24	8.2	7.76	8.5	7.98	8.4	7.21	8.5	7.88	8.16	7.21	8.16	7.76	7.76	7.27	8.31	7.56	7.15	7.41	8.5	7.76	6.96	7.69	8.45	7.41	7.05	7.41	8.5	7.82	8.16	8.31	7.76	8.45	8.11	8.11	8.16	8.5	8.36	8.2	7.62	8.45	8.36	8.2	7.94	8.4	8.45	8.16	7.76	8.45	8.24	8.2	7.88	8.61	8.24	8.11	7.69	8.36	8.56	8.31	8.31	8.56	8.56	8.36	8.36	8.61
-1.07138888888889	50	48	3.89010182263262e-05	8.02333500917978e-05	118.08645	118.2	4.38	6.88	3.82	6.34	4.82	6.88	4.5	6.28	4.82	7.15	5.83	6.42	4.82	7.35	5.35	5.35	5.22	6.51	5.53	5.83	4.96	7.1	5.83	5.7	4.07	6.51	4.82	6.7	4.07	6.79	5.53	5.94	3.93	6.58	5.22	6.88	7.27	6.34	8.11	4.82	6.79	6.07	7.76	6.07	7.98	6.34	8.24	5.83	7.88	6.75	8.11	4.66	7.98	6.34	8.07	6.07	7.62	6.63	7.56	5.94	7.76	6.58	7.5	5.94	7.94	6.18	7.56	4.66	4.66	6.18	7.56	5.53
0.188611111111111	71	49	5.18004717365193e-05	0.000104658095957457	123.0445	125	10.49	10.22	10.38	10.14	10.49	10.3	10.38	10.14	10.38	10.22	10.04	10.38	10.49	10.3	10.04	10.22	10.62	10.3	10.22	10.22	10.62	10.3	10.22	10.22	10.38	10.38	10.3	10.22	10.38	10.38	10.38	10.49	10.38	10.3	10.38	10.38	10.38	10.22	9.88	9.97	10.22	10.22	9.97	9.88	10.3	10.3	9.88	9.8	10.22	10.38	9.55	9.8	10.22	10.49	9.62	9.97	10.3	10.3	10.04	10.14	10.3	10.3	10.04	10.14	10.3	10.3	10.04	10.22	10.3	10.3	10.3	10.3
-0.55111111111111	4	50	7.70679567739767e-05	0.000152594554412474	446.17791	79.3	7.62	8.5	8.24	8.4	7.41	8.45	8.16	8.31	7.41	8.24	8.16	8.16	7.69	8.31	8.31	8.16	8.24	8.4	7.82	8.11	8.11	8.56	7.82	8.31	6.42	8.36	8.16	8.31	6.92	8.31	8.2	8.36	6.84	8.2	8.31	5.7	8.36	8.67	9.34	8.11	8.72	8.72	9.34	8.11	8.07	8.56	9.34	8.11	8.31	8.5	9.4	8.16	8.16	8.5	9.25	8.16	7.94	8.72	9	8.24	7.94	8.79	9.17	8.16	7.5	8.61	9.09	8.24	7.69	8.61	9	8.24
-0.543888888888889	67	51	9.50179357813804e-05	0.00018444658122268	193.09709	101.9	7.15	7.35	7.01	6.84	7.05	6.34	7.05	6.79	8.11	6.88	6.92	6.63	8.03	7.5	6.92	6.96	8.2	6.42	6.92	5.35	8.4	6.28	6.96	4.38	7.21	6.34	6.88	6.34	7.27	6.42	6.92	6.75	6.92	6.34	7.05	6.84	7.56	7.62	7.98	7.41	7.41	7.69	8.03	7.5	7.27	7.41	7.76	6.88	7.21	7.76	7.27	7.05	7.41	7.41	7.88	7.01	7.21	7.35	7.41	7.27	6.79	7.62	7.62	7.1	6.84	8.03	7.27	7.27	7.35	8.03	7.35	7.27
-0.562777777777778	64	52	0.000119848473994739	0.000228173056259214	104.07101	114.8	7.1	6.42	6.96	5.22	6.88	6.79	6.79	6.51	6.92	6.34	6.63	6.58	7.15	5.7	6.79	6.38	7.62	5.83	7.05	6.51	7.27	6.51	6.92	5.08	6.92	5.83	6.51	4.07	6.88	5.83	6.51	5.7	6.88	5.22	6.63	6.42	7.1	6.18	7.01	7.01	7.15	6.88	7.1	7.21	7.41	6.88	7.05	6.92	7.35	6.51	7.35	7.21	7.35	6.7	7.15	6.51	7.35	6.75	6.51	7.01	7.27	6.28	7.05	6.63	7.27	6.92	6.92	7.1	7.5	6.79	6.88	7.35
1.53027777777778	14	53	0.000139492425620504	0.000260561323328866	258.10637	63.3	5.35	8.31	8.93	9.34	4.66	8.11	9.09	9.4	3.82	8.11	8.86	9.55	5.08	8.2	8.72	9.4	4.96	8.24	8.79	9.4	4.82	8.11	8.86	9.34	3.66	7.94	8.79	9.55	3.93	8.16	9	9.4	3.39	8.16	9	9.55	5.35	6.84	5.35	6.51	6.18	6.51	5.22	5.53	6.42	6.28	6.58	6.79	6.34	5.83	6.75	6.92	6.28	5.22	6.58	7.15	6.34	5.22	5.35	6.58	5.83	6.18	6.28	6.51	5.94	6.28	6.58	6.92	5.53	5.22	6.92	6.58
-0.407777777777777	54	54	0.000420413555167548	0.000770758184473838	169.0971	103.1	8.24	8.03	7.82	8.16	7.98	7.94	8.07	8.03	8.86	7.69	8.67	7.82	8.67	7.1	8.67	8.07	7.69	7.62	8.4	7.82	7.98	7.76	8.4	7.94	7.82	7.56	8.4	7.41	7.35	7.76	8.4	7.5	7.69	7.5	8.2	7.56	8.4	8.36	8.45	8.72	8.61	8.5	8.2	8.61	8.72	8.07	8.03	8.79	8.86	8.07	8.31	8.79	8.67	8.4	8.4	8.67	8.45	8.36	6.63	8.5	8.45	8.16	6.63	8.61	8.86	8.36	8.24	8.5	8.61	8.4	8.31	8.56
-0.787222222222223	25	55	0.000431710984559484	0.000777079772207071	195.08769	172.6	7.76	5.35	5.22	3.14	6.96	5.08	4.3	4.66	6.88	5.08	5.7	4.66	6.96	5.22	6.18	4.07	7.15	5.35	5.7	4.3	7.05	5.7	5.22	4.18	6.63	5.53	5.83	3.82	6.63	4.66	4.96	3.93	6.63	5.83	5.53	4.82	6.51	6.07	6.28	5.53	6.58	6.34	6.51	6.42	6.58	7.01	6.18	6.18	6.07	6.42	5.53	6.42	6.42	6.42	6.07	6.42	6.51	6.51	6.07	6.34	6.58	6.51	5.83	5.35	5.83	6.42	5.08	6.51	6.51	6.42	6.07	6.51
-0.371666666666667	21	56	0.000511326532623769	0.000903952263031306	248.03152	103.7	7.82	7.41	8.16	8.24	7.76	7.35	8.24	8.16	8.5	7.5	8.24	8.11	8.24	7.41	8.36	8.36	8.07	7.5	8.36	8.24	8.07	7.82	8.24	8.24	7.76	7.62	8.36	8.24	7.5	7.62	8.31	8.16	7.5	7.69	8.36	8.24	8.07	8.24	7.94	8.61	8.16	8.36	7.56	8.67	8.79	8.36	7.98	8.5	8.67	8.36	7.21	8.67	8.31	8.36	7.82	8.86	8.72	8.16	8.24	8.72	8.72	8.4	8.11	8.72	8.72	8.4	8.2	8.79	8.67	8.24	8.11	8.72
-0.467777777777777	35	57	0.000754943694844003	0.00131121799630801	190.08619	103.5	6.84	6.58	7.76	7.98	6.92	6.92	7.76	7.82	8.24	7.01	8.2	7.88	8.2	6.51	8.24	7.82	7.98	6.96	8.07	7.69	7.41	6.96	8.07	7.82	6.79	6.88	7.88	7.82	6.7	7.05	7.98	7.76	6.75	6.96	7.98	7.69	7.82	7.88	7.21	8.36	7.94	7.82	7.21	8.36	7.94	8.11	7.27	8.36	8.11	8.11	6.96	8.36	7.94	8.2	7.1	8.5	8.03	7.76	7.69	8.4	8.03	7.82	7.76	8.5	8.11	8.07	8.07	8.45	8.31	7.88	7.88	8.4
0.6575	51	58	0.000852742452663237	0.00145554315195966	369.12935	49.7	7.98	7.62	7.05	6.58	8.56	7.27	7.21	6.18	8.36	7.05	7.1	6.96	8.5	7.27	7.15	7.35	9	7.35	7.1	6.58	8.93	7.5	7.15	6.75	7.69	6.18	7.05	6.51	7.94	6.28	7.21	6.63	7.88	5.35	7.21	4.3	6.63	6.7	7.05	6.79	4.66	6.18	7.01	6.75	6.92	6.75	6.42	6.58	6.51	6.58	6.79	6.51	6.75	6.88	6.51	4.66	6.58	6.42	6.34	6.84	6.63	6.84	6.96	6.34	6.88	6.84	6.84	5.22	6.84	6.7	6.42	6.79
0.573333333333332	9	59	0.00119446189719671	0.00200426657326228	133.06077	123.4	10.85	9.4	8.61	8.5	10.62	9.4	8.79	8.4	10.14	9.4	8.31	8.4	10.14	9.4	7.94	8.24	10.49	9.34	8.24	8.4	10.49	9.34	8.11	8.45	10.3	9.4	8.67	8.5	10.14	9.48	8.86	8.56	10.3	9.48	8.67	8.45	8.24	9	8.79	7.98	8.2	9	8.79	7.98	8.4	9.09	9	8.24	8.61	8.93	8.93	8.24	8.36	8.93	9	8.31	8.31	9.09	8.67	8.03	8.4	9.09	8.56	8.2	8.2	9.8	8.56	7.94	8.4	9.62	8.61	8.07
-0.339444444444446	33	60	0.00135507146153119	0.00223586791152647	119.03401	115.4	8.56	8.2	8.5	8.36	8.07	7.76	8.4	8.61	8.56	7.82	9	8.79	8.45	8.03	9	8.72	8.11	7.94	8.93	8.86	7.94	8.03	8.93	8.79	8.16	8.31	8.93	8.79	8.24	8.45	8.79	8.61	8.2	8.36	8.86	8.5	8.56	8.45	7.82	9.09	9	8.61	8.31	9.25	8.93	8.72	8.36	9.09	9.09	8.72	8.16	9.17	9	8.72	8.24	9.17	9.09	8.61	8.5	9.09	9.17	8.56	8.72	9.17	9.09	8.86	8.72	9.17	9.09	8.67	8.72	9.09
-0.478333333333333	19	61	0.00152155780618348	0.00246941348872401	181.07191	254	6.51	7.01	8.11	8.03	6.58	7.1	7.94	8.07	7.62	6.42	8.56	8.2	7.82	6.42	8.86	8.11	7.5	6.92	8.31	7.94	7.35	6.92	8.45	7.88	6.7	7.21	8.07	8.07	6.84	7.01	8.03	7.69	6.79	6.75	8.07	7.62	7.94	8.07	7.27	8.56	7.98	8.16	7.41	8.56	7.88	7.98	7.88	8.61	8.03	8.03	7.76	8.5	7.88	7.98	7.5	8.56	7.82	8.24	7.76	8.36	7.88	7.98	7.35	8.56	7.98	7.82	7.82	8.31	8.07	7.94	7.82	8.45
-0.263888888888889	24	62	0.00250521722042171	0.00400026620680241	220.1183	48	8.45	7.82	8.56	8.67	8.24	8.07	8.61	8.67	8.67	7.62	8.79	8.72	8.61	7.88	8.79	8.56	8.79	7.82	8.5	8.45	8.56	7.88	8.5	8.36	7.98	7.82	8.56	8.4	7.88	7.98	8.5	8.24	8.07	7.88	8.61	8.4	8.31	8.5	8.24	8.86	8.5	8.45	8.07	8.72	9	8.61	8.31	8.86	8.79	8.56	8.24	8.86	8.93	8.67	8.03	8.93	8.93	8.4	8.56	8.79	8.67	8.5	8.2	8.79	8.79	8.45	8.5	8.72	8.93	8.45	8.5	8.79
-0.3225	43	63	0.00355352216855149	0.00558410626486663	190.0862	104.6	9.34	8.4	9.4	9.09	9.17	8.56	9.17	9.17	9.4	8.5	9.25	9.48	9.25	8.5	9.25	9.55	9.4	8.72	9.48	9.34	9.48	8.86	9.55	9.4	8.79	8.79	9.55	9.48	8.72	9.09	9.55	9.62	8.67	8.79	9.55	9.4	9.88	9.48	8.93	10.22	9.88	9.72	9	9.72	9.8	9.34	8.72	9.62	9.72	9.55	8.72	9.55	9.8	9.48	8.72	9.62	9.88	9.48	9.34	9.55	9.88	9.48	9.34	9.62	9.72	9.17	9.17	9.62	9.72	9.17	9.09	9.62
-0.520277777777777	34	64	0.00424225362668484	0.00656223607877811	181.0718	419.9	4.3	5.83	2.5	3.39	4.07	5.53	3.66	3.14	4.5	5.94	3.93	2.5	4.96	5.08	3.82	3.14	4.18	4.38	3.14	2.5	4.3	4.82	3.39	2.5	5.22	4.66	3.66	3.14	4.96	4.82	3.39	2.5	4.5	4.96	3.39	2.5	4.66	4.38	4.38	4.38	4.38	4.38	4.3	4.5	4.38	4.18	4.18	4.07	4.5	4.18	4.5	4.3	5.08	4.5	5.35	5.83	4.66	4.3	4.3	4.5	4.82	4.38	4.07	4.5	5.53	4.38	4.38	4.38	4.38	4.38	4.38	4.18
-0.697222222222222	20	65	0.00456963709617091	0.00695990880801415	188.07042	106	9.8	7.88	7.35	8.61	9.34	8.03	7.56	8.45	8.93	8.2	5.35	8.07	8.93	8.24	5.08	8.03	9.25	8.36	4.38	8.36	9.09	8.36	5.08	8.16	8.2	8.03	6.42	8.45	8.16	8.2	6.58	8.67	8.31	8.11	6.58	8.72	8.72	8.86	9.4	7.21	8.79	8.67	9.48	7.41	8.45	8.67	9.48	7.41	8.4	8.67	9.48	7.41	8.56	8.56	9.48	7.5	8.67	8.79	9.48	7.69	8.86	8.93	9.48	7.56	8.24	9	9	8.03	8.11	8.86	9.17	7.94
-0.475833333333333	60	66	0.0137341724031294	0.0206012586046941	123.05525	167.8	7.01	6.28	7.56	7.21	6.79	5.83	7.62	7.1	7.76	5.7	7.88	7.41	7.56	5.94	7.88	7.21	6.92	5.7	7.98	7.01	7.5	6.18	7.76	6.84	6.58	6.84	7.82	6.84	6.34	6.34	7.76	7.01	6.34	6.51	7.94	6.92	7.62	7.41	6.51	8.2	7.5	7.15	6.7	8.2	7.62	7.62	6.34	8.16	7.62	7.56	6.34	8.2	7.76	7.69	6.28	8.24	7.69	7.27	7.15	8.16	7.69	7.27	6.75	8.24	7.76	7.05	7.21	7.98	7.41	7.27	7.27	8.11
0.354722222222223	12	67	0.02074822186077	0.0306578203614362	147.11277	124.4	9.88	8.93	8.72	7.82	9.8	8.93	8.86	7.76	9.62	8.93	8.4	8.24	9.62	9.17	8.45	8.31	9.8	8.86	8.72	7.98	9.8	8.93	8.72	8.11	9.62	8.72	8.72	8.11	9.62	8.79	8.72	7.98	9.8	8.72	8.79	8.07	9.4	8.2	8.67	7.88	9.4	8.2	8.72	7.82	9.17	7.76	8.79	7.94	9.25	7.82	8.79	7.88	9.4	7.76	8.79	8.03	9.34	8.03	8.61	8.2	9.4	8.03	8.4	8.07	9.17	7.98	8.67	8.16	9.17	7.76	8.56	8.03
-0.133611111111112	8	68	0.0216681600636723	0.0315462918574053	380.25545	60.5	11.54	11.12	11.54	11.54	11.27	11.54	11.79	11.79	11.79	11.54	11.54	11.79	11.79	11.54	11.54	11.79	11.79	11.54	11.54	11.79	11.79	11.54	11.79	11.79	11.54	11.54	11.54	11.54	11.54	11.54	11.54	11.54	11.54	11.54	11.54	11.54	11.79	11.79	11.12	12.01	11.54	11.79	11.27	11.79	11.79	11.79	11.27	12.01	11.79	11.79	11.27	12.01	11.79	11.79	11.27	12.01	11.79	11.79	11.27	12.01	11.79	11.79	11.27	12.16	11.79	11.79	11.79	12.01	11.79	11.79	11.79	12.01
-0.166388888888889	40	69	0.0223453087783661	0.0320606604211339	297.97307	125	9.48	9.34	9.72	9.62	9.4	9.34	9.72	9.48	9.55	9.09	9.72	9.4	9.55	9.09	9.72	9.48	9.55	9.09	9.55	9.48	9.4	9.09	9.4	9.48	8.93	9.25	9.48	9.34	8.79	8.86	9.34	9.48	8.72	8.86	9.4	9.34	9.8	9.72	9.48	9.55	9.8	9.55	9.4	9.48	9.88	9.4	9.4	9.48	9.88	9.4	9.34	9.48	9.88	9.4	9.4	9.34	9.72	9.8	9.09	9	9.72	9.72	9.09	9	9.97	9.48	9.34	9.4	9.97	9.34	9.34	9.48
0.294444444444444	5	70.5	0.0252308950725852	0.0352832826835138	353.13496	72.1	9.55	9.72	8.86	9.48	9.48	9.62	9	9.72	9.34	9.72	8.72	9.62	9.17	9.72	8.56	9.62	9.48	9.55	8.67	9.62	9.25	9.4	8.79	9.55	8.72	9.62	8.86	9.72	8.86	9.55	8.67	9.72	8.86	9.62	9.09	9.72	8.5	9.09	9.55	8.4	8.93	9.09	9.8	8.4	8.86	9.25	9.72	8.4	8.93	9.09	9.88	8.56	8.86	9.17	9.8	8.61	8.5	9.17	9.72	8.45	8.36	9.17	9.72	8.45	8.61	9.55	9.48	8.67	8.72	9.09	9.4	8.67
-0.132222222222223	65	70.5	0.0253041724295907	0.0352832826835138	460.19325	40.7	11.79	11.54	11.27	11.12	11.79	11.27	11.27	11.12	11.12	11.27	10.85	11.12	11.27	11.12	10.85	11.12	10.85	11.12	10.85	11.12	11.12	11.12	10.85	11.27	11.27	11.12	11.12	11.12	11.12	11.12	10.85	11.27	11.27	11.12	10.85	11.27	11.54	11.54	11.54	11.27	11.79	11.54	11.54	10.85	11.27	11.54	11.12	11.27	11.27	11.54	11.12	10.85	11.27	11.54	11.12	10.85	11.27	11.54	10.85	11.27	11.27	11.54	11.12	11.12	11.27	11.54	11.12	11.12	11.27	11.54	11.12	11.12
-0.300555555555555	49	72	0.02603927057917	0.0358039970463588	169.03547	123.1	7.94	8.72	9.62	9.25	7.62	8.61	9.62	9.25	8.03	8.67	9.34	9	7.98	8.61	9.4	9.09	8.03	8.79	9.17	9.17	7.88	8.5	9.17	9.17	7.05	8.45	9.34	9.17	7.15	8.67	9.25	9.09	7.15	8.56	9.48	9.09	8.86	9.25	9.72	8.93	8.4	9.17	9.62	8.86	8.24	9.17	9.62	8.93	8.24	9.17	9.72	8.93	8.4	9.09	9.72	9	8.07	9.4	9.4	8.67	8.16	9.4	9.4	8.67	8.03	9.25	9.62	9.09	7.98	9	9.55	9.17
-0.4375	44	73	0.0497165112657332	0.0674237618535286	104.07101	114.8	6.75	5.22	6.28	7.76	6.42	4.96	6.63	7.65	6.63	4.5	6.88	8.03	6.58	4.66	6.28	7.69	7.1	5.08	6.7	7.62	7.01	5.53	6.51	7.5	6.75	4.96	6.58	6.88	6.18	5.35	6.84	7.82	6.51	4.66	6.34	7.76	7.41	6.28	6.79	7.05	7.35	6.42	7.05	7.01	6.88	6.51	6.96	7.27	7.15	6.7	6.84	7.15	7.01	6.28	7.05	7.21	6.84	6.58	7.21	6.18	6.84	6.88	7.1	7.21	7.15	6.51	6.42	7.41	7.15	6.51	6.58	7.41
