"max.fold.change.log2"	"degree_rank"	"diffexp_rank"	"P.value"	"adjusted.P.value"	"mz"	"time"	"Subject.1.TP.0"	"Subject.1.TP.1"	"Subject.1.TP.2"	"Subject.1.TP.3"	"Subject.2.TP.0"	"Subject.2.TP.1"	"Subject.2.TP.2"	"Subject.2.TP.3"	"Subject.3.TP.0"	"Subject.3.TP.1"	"Subject.3.TP.2"	"Subject.3.TP.3"	"Subject.4.TP.0"	"Subject.4.TP.1"	"Subject.4.TP.2"	"Subject.4.TP.3"	"Subject.5.TP.0"	"Subject.5.TP.1"	"Subject.5.TP.2"	"Subject.5.TP.3"	"Subject.6.TP.0"	"Subject.6.TP.1"	"Subject.6.TP.2"	"Subject.6.TP.3"	"Subject.7.TP.0"	"Subject.7.TP.1"	"Subject.7.TP.2"	"Subject.7.TP.3"	"Subject.8.TP.0"	"Subject.8.TP.1"	"Subject.8.TP.2"	"Subject.8.TP.3"	"Subject.9.TP.0"	"Subject.9.TP.1"	"Subject.9.TP.2"	"Subject.9.TP.3"	"Subject.10.TP.0"	"Subject.10.TP.1"	"Subject.10.TP.2"	"Subject.10.TP.3"	"Subject.11.TP.0"	"Subject.11.TP.1"	"Subject.11.TP.2"	"Subject.11.TP.3"	"Subject.12.TP.0"	"Subject.12.TP.1"	"Subject.12.TP.2"	"Subject.12.TP.3"	"Subject.13.TP.0"	"Subject.13.TP.1"	"Subject.13.TP.2"	"Subject.13.TP.3"	"Subject.14.TP.0"	"Subject.14.TP.1"	"Subject.14.TP.2"	"Subject.14.TP.3"	"Subject.15.TP.0"	"Subject.15.TP.1"	"Subject.15.TP.2"	"Subject.15.TP.3"	"Subject.16.TP.0"	"Subject.16.TP.1"	"Subject.16.TP.2"	"Subject.16.TP.3"	"Subject.17.TP.0"	"Subject.17.TP.1"	"Subject.17.TP.2"	"Subject.17.TP.3"	"Subject.18.TP.0"	"Subject.18.TP.1"	"Subject.18.TP.2"	"Subject.18.TP.3"
-0.55111111111111	4	50	7.70679567739767e-05	0.000152594554412474	446.17791	79.3	7.62	8.5	8.24	8.4	7.41	8.45	8.16	8.31	7.41	8.24	8.16	8.16	7.69	8.31	8.31	8.16	8.24	8.4	7.82	8.11	8.11	8.56	7.82	8.31	6.42	8.36	8.16	8.31	6.92	8.31	8.2	8.36	6.84	8.2	8.31	5.7	8.36	8.67	9.34	8.11	8.72	8.72	9.34	8.11	8.07	8.56	9.34	8.11	8.31	8.5	9.4	8.16	8.16	8.5	9.25	8.16	7.94	8.72	9	8.24	7.94	8.79	9.17	8.16	7.5	8.61	9.09	8.24	7.69	8.61	9	8.24
-0.300555555555555	66	72	0.02603927057917	0.0358039970463588	169.03547	123.1	7.94	8.72	9.62	9.25	7.62	8.61	9.62	9.25	8.03	8.67	9.34	9	7.98	8.61	9.4	9.09	8.03	8.79	9.17	9.17	7.88	8.5	9.17	9.17	7.05	8.45	9.34	9.17	7.15	8.67	9.25	9.09	7.15	8.56	9.48	9.09	8.86	9.25	9.72	8.93	8.4	9.17	9.62	8.86	8.24	9.17	9.62	8.93	8.24	9.17	9.72	8.93	8.4	9.09	9.72	9	8.07	9.4	9.4	8.67	8.16	9.4	9.4	8.67	8.03	9.25	9.62	9.09	7.98	9	9.55	9.17
-2.13444444444445	27	15	1.46275887277236e-17	9.65420856029756e-17	257.24728	78.7	3.93	3.82	5.08	3.93	3.14	3.66	4.66	4.18	4.07	3.66	6.07	5.22	4.07	3.66	6.42	3.82	4.07	3.93	6.07	3.93	3.93	3.82	5.35	3.93	3.39	3.39	6.34	4.18	3.39	3.66	6.18	5.22	3.66	3.82	6.28	5.35	6.34	6.42	6.92	6.58	6.07	6.28	6.58	6.79	6.18	6.42	6.63	6.7	5.94	6.79	6.42	6.7	6.34	6.18	6.75	6.84	6.18	6.34	6.75	7.05	6.42	6.75	6.07	6.75	6.42	6.34	7.05	7.35	6.34	6.28	7.01	7.15
2.12	19	21	3.90869295880513e-15	1.84266953772242e-14	161.0196	80.2	8.07	7.94	6.84	6.42	7.69	7.88	6.88	6.84	6.7	8.31	5.53	7.15	6.84	8.07	4.66	6.63	6.51	7.98	5.83	6.92	6.51	7.94	6.07	7.15	8.61	8.5	4.3	7.15	8.61	5.94	5.94	7.35	8.61	8.45	4.38	7.41	4.96	4.82	4.82	4.96	4.96	4.82	4.66	5.08	5.83	4.66	4.5	6.28	4.96	4.82	4.66	4.82	4.82	4.66	4.66	5.08	4.96	4.66	4.82	5.08	5.08	4.82	4.3	4.96	4.82	4.82	4.82	5.08	4.96	4.82	4.96	4.5
3.57611111111111	98	12	1.21450675521615e-19	1.00196807305333e-18	255.06537	122.8	4.07	10.49	9.97	9.97	9.97	10.49	9.88	10.04	9.48	10.49	9.48	9.72	9.48	10.62	9.48	9.88	7.21	10.49	9.62	9.97	9.55	10.49	9.62	9.97	10.62	10.49	9.25	9.88	10.62	10.49	9.62	10.22	10.62	10.49	8.45	10.14	5.7	7.94	5.53	7.5	5.35	7.94	5.53	5.94	5.94	5.53	5.22	5.94	6.79	5.22	8.36	5.83	5.83	7.88	5.22	5.7	5.83	8.45	5.7	5.7	6.07	5.53	8.93	5.53	6.18	5.35	5.35	6.07	5.83	5.53	5.7	5.94
-2.49055555555556	53	11	6.26141094958469e-21	5.63526985462622e-20	400.34156	112.9	3.66	3.39	4.07	4.18	3.39	3.14	4.82	3.39	3.39	3.39	4.82	3.14	2.5	3.14	5.22	3.39	3.66	2.5	4.82	3.39	3.39	2.5	4.38	3.14	2.5	1.76	4.96	3.39	2.5	1.76	4.18	3.39	3.14	3.14	5.94	3.93	5.83	5.7	6.63	6.28	6.34	5.83	6.28	6.51	5.53	6.07	5.83	6.34	5.7	5.7	6.07	6.28	4.18	5.7	6.18	6.28	5.94	5.94	5.83	6.42	5.7	5.94	5.7	6.18	6.34	5.7	6.07	7.01	6.07	5.7	6.34	6.92
2.24	81	26	1.71646628071745e-12	6.53577545350105e-12	181.20718	95.6	1.76	4.5	4.5	4.66	3.93	4.82	6.18	4.82	3.93	5.22	5.94	4.5	4.18	5.35	5.7	4.82	1.76	4.96	5.08	4.07	1.76	5.35	5.7	4.82	4.3	4.07	5.08	3.93	5.08	4.07	4.66	4.18	4.38	4.07	5.35	4.5	1.76	1.76	1.76	1.76	4.82	1.76	1.76	1.76	1.76	4.82	1.76	4.38	1.76	1.76	1.76	1.76	1.76	1.76	1.76	1.76	2.5	1.76	1.76	1.76	1.76	1.76	4.82	1.76	4.66	1.76	1.76	1.76	1.76	1.76	1.76	4.3
0.909166666666667	89	38	2.035138007018e-07	5.30207007091533e-07	484.30826	104.7	4.66	5.08	4.38	5.94	4.18	4.5	5.08	5.35	4.3	4.96	5.22	4.96	4.5	4.82	5.53	5.08	3.93	4.18	4.18	4.82	4.38	4.96	4.96	4.3	3.93	4.38	5.22	5.53	4.18	4.18	5.83	4.5	4.3	4.3	4.3	5.08	3.82	3.66	4.5	3.66	3.39	3.66	3.66	3.66	5.22	3.14	3.39	2.5	3.82	4.5	5.08	3.39	3.66	3.66	3.66	3.39	3.82	3.66	3.39	3.66	3.82	3.66	4.96	3.66	2.5	3.39	3.66	3.66	3.82	5.08	3.39	5.7
2.96361111111111	77	3	5.17877682904718e-37	1.70899635358557e-35	180.06599	26.8	6.88	8.11	7.94	8.11	6.63	8.24	7.88	8.36	6.75	7.94	7.62	7.76	6.92	7.82	7.35	7.98	6.18	7.56	7.27	7.27	6.7	7.41	7.1	7.1	6.88	6.92	7.41	7.94	7.01	6.92	7.27	7.56	7.1	6.63	7.41	7.94	4.5	4.3	4.3	5.35	4.3	4.3	5.7	4.38	4.3	4.07	5.08	3.93	4.38	4.66	4.18	4.18	4.38	4.38	4.38	4.38	4.5	4.82	4.18	4.38	4.66	4.3	3.93	4.38	4.07	4.3	4.96	4.3	4.3	4.3	4.3	4.07
0.210277777777778	99	84	0.347794303815232	0.409900429496524	114.06648	66.3	3.39	4.96	4.82	5.7	4.5	4.38	5.22	6.42	3.14	4.07	4.96	3.93	1.76	3.82	4.96	4.5	4.38	4.07	3.93	3.14	4.07	4.5	3.93	3.66	3.82	3.93	4.07	4.66	4.3	4.3	4.07	4.3	4.07	3.66	4.07	3.39	3.93	3.82	3.66	3.82	3.66	3.82	4.5	3.82	3.82	3.39	3.66	4.96	3.93	3.66	3.39	5.35	3.82	3.82	3.82	3.66	3.93	5.35	4.66	4.96	3.93	5.35	3.14	3.82	3.14	3.66	3.82	4.82	3.93	3.66	3.66	3.14
1.62777777777778	58	17	2.30232230539693e-16	1.3407641660841e-15	90.05544	114.3	7.27	8.56	8.36	8.72	7.35	8.4	8.31	8.72	7.35	8.61	8.03	8.45	7.27	8.67	8.11	8.61	7.35	8.56	7.94	8.72	7.15	8.67	8.03	8.61	8.36	8.2	8.03	8.67	8.4	8.36	8.24	8.79	8.24	8.24	8.03	8.56	6.7	6.51	6.18	6.63	5.94	6.75	6.75	6.63	6.07	5.7	8.07	7.5	6.28	5.53	7.98	7.5	6.58	6.79	7.98	7.62	6.07	6.28	6.84	5.83	6.34	6.34	5.22	6.79	6.51	7.41	6.28	6.34	6.18	7.1	5.94	6.18
2.52555555555556	1	18	2.80723269774337e-16	1.54397798375885e-15	90.05544	114.3	6.18	7.98	4.96	5.53	6.18	7.82	4.38	5.08	6.07	8.16	4.38	5.35	6.28	7.98	4.18	5.83	5.94	8.11	5.35	6.79	5.83	7.98	5.94	6.42	8.07	7.98	5.53	6.96	7.76	8.07	5.22	7.1	7.98	8.07	5.7	7.27	4.18	5.35	3.93	4.07	3.93	4.07	3.93	4.07	3.93	3.82	3.82	3.39	4.18	3.82	3.82	3.82	4.07	4.07	4.07	3.93	4.18	3.93	3.82	3.93	4.18	3.93	3.39	3.93	3.66	3.93	4.07	3.93	4.82	3.93	3.93	3.66
5.61444444444444	49	2	2.60942035987187e-51	1.29166307813658e-49	500.30344	47.9	8.72	9.09	8.31	9.4	8.93	9	8.36	9.34	9	9.17	8.45	9.17	9	8.93	8.2	9	8.86	8.93	8.2	9.25	8.72	8.79	8.2	9.25	9.97	9.17	8.11	9.4	9.97	9.25	8.07	9.34	9.97	9.09	8.24	9.48	3.66	3.39	3.14	3.39	3.14	3.39	3.39	3.39	3.66	2.5	3.14	1.76	3.39	3.39	3.14	3.14	3.39	3.39	3.39	3.14	3.66	3.39	3.14	3.39	3.39	3.39	5.35	3.39	4.18	3.14	3.39	3.39	3.66	3.39	3.14	2.5
2.13222222222222	20	14	2.65278019473224e-19	1.87589456627494e-18	175.11883	124.2	9	8.79	7.88	9	9	8.79	7.82	8.93	8.79	8.86	7.82	8.61	8.86	9	7.82	8.67	8.61	8.67	7.76	8.67	8.67	8.72	7.88	8.72	9.4	8.86	7.76	9.09	9.09	9.17	7.69	9.17	9.34	8.93	7.69	9.17	6.58	6.75	6.42	6.75	6.51	6.79	6.07	6.58	5.35	6.58	7.21	7.62	6.42	6.28	7.69	7.62	5.22	6.84	8.11	7.69	5.35	6.07	7.1	7.35	5.53	5.22	6.7	7.27	5.22	6.88	5.83	5.7	6.58	7.01	5.83	5.22
6.53277777777778	2	1	1.47719722010807e-52	1.46242524790699e-50	500.30408	161.1	11.27	12.16	10.49	11.79	11.54	11.79	10.49	11.54	11.27	12.16	10.49	11.27	11.12	12.16	10.49	11.27	11.54	11.79	10.62	11.54	11.54	11.79	10.62	11.54	12.16	12.16	10.62	11.79	12.01	12.16	10.62	11.79	12.16	11.79	10.62	11.79	5.94	4.66	4.66	4.66	5.53	5.53	5.83	4.82	4.66	4.38	4.3	4.3	5.35	4.38	4.38	4.5	4.66	6.07	6.63	4.82	5.53	4.5	4.5	4.82	4.96	4.66	4.18	4.82	4.38	4.66	4.66	5.83	5.35	4.66	4.82	4.38
0.8025	97	34	2.1377878072151e-08	6.22473508571454e-08	500.30408	161.1	6.34	5.53	5.7	6.63	6.28	5.35	5.83	5.94	5.7	6.07	6.51	5.08	5.7	6.07	5.94	6.28	5.35	5.94	6.28	5.22	5.7	5.22	6.18	6.12	6.84	6.42	5.35	6.63	6.79	6.58	5.08	6.7	6.7	6.28	5.08	6.79	5.08	4.96	4.96	6.18	5.08	4.96	4.82	5.22	4.96	4.96	4.66	4.5	5.08	4.96	4.82	5.08	6.18	4.82	4.82	5.22	5.08	4.96	5.08	5.22	6.28	4.96	6.58	6.92	4.96	4.96	5.7	5.35	5.08	4.96	5.08	4.82
1.32111111111111	83	35	2.90415399818851e-08	8.2146070234475e-08	193.03409	126.7	4.96	4.82	4.3	4.96	5.08	4.07	3.82	5.83	4.96	4.82	4.5	4.82	5.35	4.18	4.3	4.3	4.82	4.3	4.3	4.38	4.66	5.08	4.07	4.96	5.7	5.08	4.18	5.7	5.53	4.96	3.93	4.96	6.07	5.08	4.18	6.51	3.39	3.14	2.5	3.14	5.7	3.14	3.14	3.14	3.39	1.76	5.35	5.53	3.14	3.14	5.35	5.94	3.14	3.14	3.14	2.5	3.39	3.14	4.96	3.14	3.14	3.14	2.5	3.14	1.76	4.18	3.14	3.14	3.39	3.14	2.5	5.35
-1.72805555555556	52	32	2.67639352466784e-09	8.28009246694113e-09	193.03409	126.7	5.94	6.7	3.93	7.56	5.83	6.07	2.5	7.05	6.51	6.79	4.3	7.1	6.63	6.88	6.51	6.75	6.58	7.05	4.96	6.96	6.28	7.05	4.82	7.01	5.83	6.63	6.18	7.21	6.28	6.96	6.34	6.96	6.18	6.88	5.83	6.58	9.48	7.27	8.2	6.34	9.55	7.21	8.56	5.83	9.72	8.31	8.4	6.42	9.62	7.98	8.56	6.34	9.62	8.11	8.56	6.34	9.55	7.82	8.16	6.51	9.55	7.76	8.24	6.58	9.25	7.94	7.98	6.42	9.34	7.82	8.07	6.42
-2.15583333333333	9	22	1.58125696161696e-14	7.11565632727631e-14	195.0875	1.4	3.82	1.76	4.66	3.82	3.66	3.82	4.96	3.82	4.18	2.5	6.28	3.66	4.3	2.5	5.83	3.66	3.39	3.14	5.94	3.66	3.82	3.14	5.53	3.82	3.14	3.14	5.94	3.66	3.14	3.14	4.82	3.66	2.5	3.39	6.07	3.82	6.07	5.53	5.94	6.7	6.42	4.66	6.34	6.92	5.7	5.94	5.94	6.96	5.53	6.07	5.7	6.79	5.94	5.53	5.53	6.7	5.7	5.7	5.94	7.1	6.18	5.83	5.94	7.01	6.28	5.94	5.94	6.58	5.94	5.83	6.18	6.7
5.64166666666667	3	5	1.00300370323986e-33	1.98594733241493e-32	153.03966	124.2	7.5	10.14	6.88	7.15	7.56	10.04	7.27	8.11	8.31	10.14	7.35	7.56	8.36	10.22	7.21	7.62	7.76	9.97	7.69	8.2	7.56	9.97	7.62	8.2	9	9.88	7.21	8.36	8.93	9.97	7.15	8.4	9	9.97	7.35	8.36	2.5	2.5	3.39	2.5	1.76	2.5	2.5	2.5	2.5	4.5	2.5	4.82	2.5	2.5	2.5	2.5	2.5	2.5	2.5	4.96	1.76	2.5	2.5	2.5	2.5	2.5	1.76	2.5	4.5	2.5	2.5	2.5	2.5	2.5	4.66	1.76
2.68611111111111	6	10	4.55826932186867e-23	4.51268662864999e-22	258.10967	132.6	6.92	8.36	6.58	6.75	7.15	8.16	5.53	6.58	6.79	8.36	6.34	6.28	6.75	8.45	6.07	5.53	6.28	8.07	6.75	6.18	5.53	8.16	6.58	6.63	7.88	8.07	6.28	7.27	8.07	8.4	6.07	6.92	7.82	8.03	6.18	7.05	4.38	4.18	4.18	4.3	4.18	5.22	4.18	4.3	4.18	5.22	4.07	3.82	4.3	4.07	4.07	4.07	5.7	4.3	4.3	4.3	4.38	4.18	4.07	4.3	4.38	4.18	3.82	4.3	3.93	5.53	4.3	4.96	4.18	4.18	4.18	3.93
-1.03555555555556	33	39	2.96180308239809e-07	7.51842320916438e-07	138.05501	18	6.58	5.7	7.21	6.92	6.84	5.22	6.92	7.21	7.01	5.53	7.41	6.7	6.88	4.96	7.41	7.05	6.42	5.22	7.35	6.28	6.88	3.66	7.35	6.79	5.94	5.35	7.35	6.75	6.42	5.22	7.41	6.84	6.28	5.7	7.56	6.96	7.69	7.69	7.1	7.94	7.69	7.56	7.5	8.03	7.5	7.35	7.15	7.88	7.5	7.27	7.01	7.94	7.56	7.35	5.83	7.94	7.5	7.5	7.35	7.82	7.41	7.56	7.27	7.88	7.62	7.5	7.35	7.82	7.76	7.56	7.62	7.56
-0.0975000000000001	90	74	0.055872528715148	0.0747483830108061	169.05012	4.6	10.14	10.3	10.14	10.22	10.14	10.22	10.14	10.22	10.3	9.97	10.22	10.04	10.38	9.97	10.3	9.97	10.14	10.14	10.04	10.14	9.97	10.22	10.04	10.14	9.55	9.72	10.22	10.04	9.55	9.72	10.14	10.04	9.55	9.72	10.14	10.04	10.3	10.49	10.04	10.38	10.38	10.3	10.14	10.38	10.22	10.14	10.04	10.3	10.3	10.14	9.97	10.49	10.3	10.14	10.04	10.3	10.14	10.22	9.62	9.8	10.14	10.14	9.62	9.88	10.14	10.22	9.97	10.3	10.14	10.22	9.88	10.22
-0.520277777777777	48	64	0.00424225362668484	0.00656223607877811	181.0718	419.9	4.3	5.83	2.5	3.39	4.07	5.53	3.66	3.14	4.5	5.94	3.93	2.5	4.96	5.08	3.82	3.14	4.18	4.38	3.14	2.5	4.3	4.82	3.39	2.5	5.22	4.66	3.66	3.14	4.96	4.82	3.39	2.5	4.5	4.96	3.39	2.5	4.66	4.38	4.38	4.38	4.38	4.38	4.3	4.5	4.38	4.18	4.18	4.07	4.5	4.18	4.5	4.3	5.08	4.5	5.35	5.83	4.66	4.3	4.3	4.5	4.82	4.38	4.07	4.5	5.53	4.38	4.38	4.38	4.38	4.38	4.38	4.18
3.47388888888889	7	9	3.64792777240026e-23	4.01272054964028e-22	156.07674	126.3	7.05	9.88	5.83	7.5	7.27	9.97	5.35	7.65	7.56	10.04	7.05	7.01	8.07	10.04	6.84	7.27	7.88	9.88	7.5	7.5	8.03	9.72	7.5	7.69	8.56	9.97	7.01	8.2	8.56	9.88	6.88	8.03	8.93	9.88	7.01	8.2	4.82	4.5	5.08	4.5	4.5	4.5	4.38	4.66	4.5	4.3	5.7	4.18	4.66	4.3	4.3	4.38	4.5	5.08	4.5	4.5	4.82	4.38	4.38	4.66	5.22	4.5	4.66	4.66	5.35	4.5	4.5	4.5	4.5	4.5	4.5	4.66
2.08861111111111	76	25	5.84601511989091e-13	2.3150219874768e-12	170.08106	30	8.03	8.61	7.5	6.88	8.03	8.67	1.76	7.15	7.21	8.72	7.01	6.75	7.35	8.72	7.05	7.1	6.84	8.45	7.01	7.21	6.63	8.45	7.05	7.41	8.24	8.56	7.1	7.01	8.31	8.5	7.35	7.05	8.4	8.5	6.96	7.1	5.22	5.08	6.88	5.08	6.63	5.08	4.96	5.35	5.08	5.08	4.82	4.66	5.83	6.34	4.96	5.22	4.96	4.96	4.96	6.79	5.22	5.08	5.22	6.79	5.35	5.08	4.5	5.22	5.08	5.08	5.53	5.53	5.22	6.34	5.22	5.08
-0.166388888888889	54	69	0.0223453087783661	0.0320606604211339	297.97307	125	9.48	9.34	9.72	9.62	9.4	9.34	9.72	9.48	9.55	9.09	9.72	9.4	9.55	9.09	9.72	9.48	9.55	9.09	9.55	9.48	9.4	9.09	9.4	9.48	8.93	9.25	9.48	9.34	8.79	8.86	9.34	9.48	8.72	8.86	9.4	9.34	9.8	9.72	9.48	9.55	9.8	9.55	9.4	9.48	9.88	9.4	9.4	9.48	9.88	9.4	9.34	9.48	9.88	9.4	9.4	9.34	9.72	9.8	9.09	9	9.72	9.72	9.09	9	9.97	9.48	9.34	9.4	9.97	9.34	9.34	9.48
-0.426111111111111	36	47	1.98794153556856e-05	4.18736621321888e-05	181.04836	126.5	7.35	7.5	8.03	8.07	7.94	7.69	7.98	8.24	8.2	7.76	8.5	7.98	8.4	7.21	8.5	7.88	8.16	7.21	8.16	7.76	7.76	7.27	8.31	7.56	7.15	7.41	8.5	7.76	6.96	7.69	8.45	7.41	7.05	7.41	8.5	7.82	8.16	8.31	7.76	8.45	8.11	8.11	8.16	8.5	8.36	8.2	7.62	8.45	8.36	8.2	7.94	8.4	8.45	8.16	7.76	8.45	8.24	8.2	7.88	8.61	8.24	8.11	7.69	8.36	8.56	8.31	8.31	8.56	8.56	8.36	8.36	8.61
-0.0658333333333339	94	87	0.445078658909297	0.506468818758855	165.09094	143.3	10.62	10.85	11.12	10.85	10.85	10.85	11.12	10.85	10.85	10.62	11.27	10.62	10.85	10.49	11.12	10.85	11.12	10.62	11.27	10.62	10.85	10.62	11.27	10.62	10.49	10.85	11.27	10.85	10.49	10.85	11.27	10.85	10.49	10.85	11.27	10.85	10.85	11.12	10.49	11.12	10.85	11.12	10.38	11.27	10.85	11.12	10.38	11.12	10.85	11.12	10.49	11.12	10.85	11.12	10.38	11.12	11.12	11.12	10.3	11.12	11.12	11.12	10.14	11.27	11.12	11.12	10.62	11.27	11.12	11.12	10.85	11.27
-0.407777777777777	75	54	0.000420413555167548	0.000770758184473838	169.0971	103.1	8.24	8.03	7.82	8.16	7.98	7.94	8.07	8.03	8.86	7.69	8.67	7.82	8.67	7.1	8.67	8.07	7.69	7.62	8.4	7.82	7.98	7.76	8.4	7.94	7.82	7.56	8.4	7.41	7.35	7.76	8.4	7.5	7.69	7.5	8.2	7.56	8.4	8.36	8.45	8.72	8.61	8.5	8.2	8.61	8.72	8.07	8.03	8.79	8.86	8.07	8.31	8.79	8.67	8.4	8.4	8.67	8.45	8.36	6.63	8.5	8.45	8.16	6.63	8.61	8.86	8.36	8.24	8.5	8.61	8.4	8.31	8.56
0.0327777777777776	23	88	0.530914677514837	0.597279012204192	444.1638	39.7	10.3	10.38	10.85	10.62	10.3	10.38	10.85	10.62	10.62	10.38	11.12	10.85	10.62	10.38	11.27	10.62	10.38	10.38	11.12	10.85	10.38	10.38	11.12	10.85	10.04	10.22	10.85	10.62	10.3	10.3	11.12	10.62	10.04	10.22	11.12	10.62	10.62	10.85	10.14	10.85	10.49	10.85	9.72	11.12	10.38	10.85	10.22	10.85	10.62	10.85	10.04	11.27	10.62	10.62	9.88	11.27	10.38	10.62	9.88	10.85	10.62	10.49	9.8	10.85	10.49	10.85	10.38	10.85	10.49	10.62	10.38	10.85
-0.478333333333333	22	61	0.00152155780618348	0.00246941348872401	181.07191	254	6.51	7.01	8.11	8.03	6.58	7.1	7.94	8.07	7.62	6.42	8.56	8.2	7.82	6.42	8.86	8.11	7.5	6.92	8.31	7.94	7.35	6.92	8.45	7.88	6.7	7.21	8.07	8.07	6.84	7.01	8.03	7.69	6.79	6.75	8.07	7.62	7.94	8.07	7.27	8.56	7.98	8.16	7.41	8.56	7.88	7.98	7.88	8.61	8.03	8.03	7.76	8.5	7.88	7.98	7.5	8.56	7.82	8.24	7.76	8.36	7.88	7.98	7.35	8.56	7.98	7.82	7.82	8.31	8.07	7.94	7.82	8.45
0.294444444444444	5	70.5	0.0252308950725852	0.0352832826835138	353.13496	72.1	9.55	9.72	8.86	9.48	9.48	9.62	9	9.72	9.34	9.72	8.72	9.62	9.17	9.72	8.56	9.62	9.48	9.55	8.67	9.62	9.25	9.4	8.79	9.55	8.72	9.62	8.86	9.72	8.86	9.55	8.67	9.72	8.86	9.62	9.09	9.72	8.5	9.09	9.55	8.4	8.93	9.09	9.8	8.4	8.86	9.25	9.72	8.4	8.93	9.09	9.88	8.56	8.86	9.17	9.8	8.61	8.5	9.17	9.72	8.45	8.36	9.17	9.72	8.45	8.61	9.55	9.48	8.67	8.72	9.09	9.4	8.67
-0.924444444444444	21	28.5	4.38520473222781e-11	1.52603987770485e-10	265.11181	92.3	6.28	6.51	7.27	7.35	6.51	6.51	6.96	7.27	7.1	6.58	7.76	7.05	7.01	5.83	7.69	6.84	6.96	6.28	7.21	6.34	6.79	5.83	7.27	6.88	6.28	5.94	7.5	6.92	5.94	6.07	7.5	6.58	5.53	5.94	7.15	6.75	7.76	7.82	7.5	8.03	7.76	7.88	7.35	8.07	7.76	7.56	7.56	7.98	7.41	7.41	7.15	8.07	7.62	7.56	7.21	7.98	7.56	7.56	6.92	7.94	7.62	7.69	6.92	7.76	7.82	7.76	7.5	8.07	7.82	7.69	7.41	7.98
-0.073888888888888	32	85	0.35839943680654	0.417429932280559	150.05833	111.4	10.04	10.04	10.22	10.49	10.22	10.14	10.3	10.3	10.22	9.88	10.62	10.3	10.22	9.88	10.62	10.3	10.22	10.04	10.49	10.38	10.22	10.04	10.38	10.3	10.22	10.3	10.49	10.38	10.22	10.22	10.3	10.14	10.22	10.38	10.3	10.3	10.22	10.3	9.8	10.62	10.3	10.49	9.55	10.62	10.62	10.62	9.55	10.62	10.38	10.62	9.62	10.62	10.49	10.38	9.55	10.62	10.49	10.49	9.8	10.3	10.38	10.62	9.88	10.49	10.62	10.38	10.22	10.62	10.62	10.38	10.49	10.62
4.05083333333333	73	4	8.03648571975634e-37	1.98903021563969e-35	195.08766	374.8	8.16	7.69	9.34	7.69	8.4	7.56	9.48	7.56	7.94	7.27	9.17	7.35	8.16	7.15	9.17	7.15	7.05	7.69	9.09	7.35	7.21	7.62	9.09	7.35	9.88	7.69	9	7.69	9.72	7.21	8.93	7.62	9.48	7.62	8.93	7.5	4.3	4.07	4.07	4.18	4.07	4.18	4.07	4.18	4.07	3.93	3.93	3.66	4.82	3.93	3.93	3.93	4.3	4.18	4.18	4.18	4.3	4.07	3.93	4.18	4.3	4.07	3.66	4.18	3.82	4.07	4.18	4.18	4.07	4.07	4.07	3.82
-0.0366666666666671	35	96	0.720105772956525	0.742609078361416	300.28962	83.8	9.25	9.8	9.8	9.88	9.55	9.8	9.8	9.62	9.97	9.8	10.14	9.88	9.97	9.8	10.14	9.72	9.62	9.62	10.14	9.88	9.72	9.62	10.14	9.72	9.09	9	9.97	9.62	9.25	9.34	10.04	9.25	9.09	9.25	9.97	9.62	9.97	9.97	9.17	10.3	9.97	9.88	9.09	10.3	9.97	9.62	9.25	10.38	9.97	9.72	9.25	10.3	9.97	9.72	9.34	10.38	10.04	9.55	8.93	9.72	10.04	9.55	8.67	9.72	9.88	9.4	9.25	10.04	10.04	9.55	9.25	10.04
-0.905555555555556	78	40	3.1718342056504e-07	7.85028965898473e-07	122.02708	124.2	6.07	5.94	7.1	6.7	5.7	6.28	7.15	6.96	6.96	5.83	7.5	7.27	6.7	5.53	7.62	7.01	6.7	6.07	7.56	7.1	6.75	6.07	7.56	6.96	5.35	5.22	7.56	6.58	6.07	5.7	7.56	5.08	5.22	6.07	7.5	6.63	7.5	7.56	6.7	8.16	7.62	7.41	6.92	8.24	7.56	7.5	6.51	8.07	7.76	7.5	7.05	8.03	7.5	7.27	6.92	8.11	7.41	7.21	6.58	7.76	7.35	7.41	6.88	8.03	7.69	7.1	7.1	7.88	7.62	7.35	7.15	7.82
0.117777777777778	40	82	0.162334054352884	0.195988675377262	130.04993	122.3	11.12	11.27	11.79	11.27	11.12	11.12	11.54	11.27	11.54	11.12	12.01	11.54	11.54	11.27	12.16	11.54	11.27	11.27	12.01	11.27	11.27	11.27	12.01	11.12	10.85	11.27	11.79	11.27	10.85	11.27	12.01	11.12	11.12	11.27	12.01	11.12	11.27	11.27	10.62	11.79	11.27	11.27	10.49	12.16	11.54	11.27	10.49	11.79	11.54	11.27	10.3	11.79	11.54	11.27	10.49	11.79	11.54	11.27	10.38	11.79	11.54	11.27	10.38	11.79	11.54	11.27	11.27	11.54	11.54	11.27	11.27	11.54
